biosample,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,run_file_version,random,bases,bytes,run_file_create_date,age_sam,treatment_sam_ss_dpl55,primary_search,cultivar_sam,dev_stage_sam,ecotype_sam,isolate_sam_ss_dpl100,tissue_sam_ss_dpl145,disease_sam,population_sam_s_dpl40,geo_accession_exp,source_name_sam,developmental_stage_sam,assemblyname,accession_sam,biological_replicate_sam,collected_by_sam,collection_location_sam,graft_combination_sam,growth_protocol_sam_s_dpl216,genotype_sam_ss_dpl92,id_column_sam,biomaterial_provider_sam,photoperiod_sam,sample_time_sam,treatment_time_point_sam_s_dpl419,replicate_sam_ss_dpl121,nominal_length_run,run_id_run,biome_sam,env_package_sam,estimated_size_sam,feature_sam,investigation_type_sam,isol_growth_condt_sam,lat_lon_sam_s_dpl34,material_sam,num_replicons_sam,ploidy_sam,project_name_sam,propagation_sam,ref_biomaterial_sam,strain_sam_ss_dpl139,dangling_references_run,hours_after_treatment_sam,development_stage_sam,fasta_file_run,phenotype_sam,seed_harvest_year_sam,specimen_voucher_sam,host_sam,isolation_source_sam,compartment_sam,sex_calc,breed_sam,sample_type_sam_ss_dpl131,condition_sam_ss_dpl69,transgenic_line_sam_s_dpl414,genetic_background_sam,cell_type_sam_ss_dpl37,line_sam_s_dpl22,sample_group_sam_s_dpl128,time_point_sam,culture_collection_sam_ss_dpl468,sample_sam,location_sam,develomental_stage_sam,cell_line_sam,tmp_sam,seed_length_sam,read_name_barcode_proc_directive_run,growth_condition_sam,file_name_sam,library_id_sam,label_sam,stage_sam,disease_stage_sam_s_dpl172,seed_compartments_tissue_sam,temp_sam,generation_sam_s_dpl91,transgenic_status_sam,preservation_sam,seed_region_sam,seed_weight_sam,trait_sam,treatment_stage_sam,time_after_imbibition_sam,tissue_type_sam_s_dpl410,infection_time_sam,plant_phenotype_sam,time_sam,hours_post_inoculation_sam_s_dpl245,identity_sam,bioproject_id_sam,sample_title_sam,sampling_time_point_sam_s_dpl522,transgene_sam,height_or_length_sam,id_sam,growth_stage_sam,treatment_time_sam,distinctive_attribute_sam,phosphorus_conccentration_sam,age_at_rna_extraction_sam,timepoint_sam_ss_dpl17,genotype_variation_sam,sample_id_sam,tissue_source_sam,experimental_factor__7_1_exp,broker_name_sam,common_name_sam,ena_first_public_sam_dt_dpl178,ena_last_update_sam_ss_dpl537,external_id_sam,insdc_center_alias_sam,insdc_center_name_sam,insdc_first_public_sam,insdc_last_update_sam,insdc_status_sam,metabolic_process_sam,organism_part_sam,submitter_id_sam,agent_sam,block_sam,sample_summary_sam,purification_sam,gene_insert_sam,strain_ecotype_sam,tissue_and_developemental_stage_sam,technique_sam,day_moved_sam,ion_stress_sam,vigs_sam,infection_sam,fungal_isolate_sam,_48_h_inoculation_sam,sampling_time__h__sam,reference_annotation_used_for_mapping_sam,root_zone_sam,days_after_treatment_sam,dehydration_sam,glyceollins_elicitation_sam,medium_ph_sam,replication_sam_s_dpl43,cummulative_precipitation_at_sampling_sam,sampling_date_sam,temperature_at_sampling_sam,seed_field_emergence_sam,time_of_seed_harvest_sam,pi_email_run,pi_name_run,pi_orcid_run,pi_organization_run,subregion_sam,total_rna_input_amount_sam,identifier_seq_id_sam,truseq_index_500_sam,truseq_index_700_sam,well_position_sam,inoculation_sam,cultivar_line_sam,tissue_1_sam,tissue_2_sam,cultivar_genotype_sam,library_type_sam_s_dpl277,mutant_sam,tissue_developmental_stage_sam,experimental_factor__cultivar_exp,experimental_factor__growth_condition_exp,experimental_factor__time_exp,ena_first_public_sam,ena_last_update_sam,scientific_name_sam,dawei_sam,md5sum_sam,ozone_level_sam,replicates_sam_s_dpl124,experimental_factor__phenotype_exp,infect_sam,body_site_sam,specific_host_sam,cultivars_sam,pigmentation_sam,design_description_sam,filetype_sam,instrument_model_sam,library_layout_sam,library_selection_sam,library_source_sam,library_strategy_sam,platform_sam,title_sam,graft_scion_sam,graft_stock_sam,manganese_concentration_sam,tem_sam,fusarium_virguliforme_strain_sam,soybean_cultivar_sam,tissue_age_sam_s_dpl615,experimental_factor__6_0_exp,tag_sam,filename2_sam,filename_sam,reference_annotation_sam,inoculation_treatment_sam,mg_concentration_sam,cultivar_id_sam,cultivar_type_sam,innoculation_sam,experimental_factor__1_8_exp,tissue_3_sam,tissue_4_sam,description_sam,individual_sam,env_broad_scale_sam,env_local_scale_sam,env_medium_sam,quality_book_char_run,quality_scoring_system_run,accession_ecotype_sam,tissue_and_developmental_stage_sam,experimental_factor__1_4_exp,concentration_sam,cultivation_pattren_sam,er_gfp_sam,subsrc_note_sam_s_dpl392,authors_sam,env_biome_sam
SAMN12727379,SRR10098763,RNA-Seq,GEO,public,SRX6830736,GSM4074075,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5372822,Glycine max,SRP221356,2020-04-01,PRJNA564957,5015.0,,300.0,13275.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.668595339234419,13275023700.0,5259341826.0,2019-09-11T11:46:00.000Z,,,"['12727379', '564957', 'GSE137263', 'GSM4074075', 'GSM4074075_r1', 'PRJNA564957', 'SAMN12727379', 'SRP221356', 'SRR10098763', 'SRS5372822', 'SRX6830736']",,,,,leaf,,,GSM4074075,SMV-G7 inoculated leaf,,,,,,,,,L29 (Rsv3-genotype 'resistant'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN12727380,SRR10098762,RNA-Seq,GEO,public,SRX6830735,GSM4074074,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5372821,Glycine max,SRP221356,2020-04-01,PRJNA564957,4910.0,,300.0,12843.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.474503945972152,12843199800.0,5148646524.0,2019-09-11T11:38:00.000Z,,,"['12727380', '564957', 'GSE137263', 'GSM4074074', 'GSM4074074_r1', 'PRJNA564957', 'SAMN12727380', 'SRP221356', 'SRR10098762', 'SRS5372821', 'SRX6830735']",,,,,leaf,,,GSM4074074,SMV-G7 inoculated leaf,,,,,,,,,L29 (Rsv3-genotype 'resistant'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN12727381,SRR10098761,RNA-Seq,GEO,public,SRX6830734,GSM4074073,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5372820,Glycine max,SRP221356,2020-04-01,PRJNA564957,4569.0,,300.0,12291.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.213188579448059,12291600900.0,4791320230.0,2019-09-11T11:41:00.000Z,,,"['12727381', '564957', 'GSE137263', 'GSM4074073', 'GSM4074073_r1', 'PRJNA564957', 'SAMN12727381', 'SRP221356', 'SRR10098761', 'SRS5372820', 'SRX6830734']",,,,,leaf,,,GSM4074073,SMV-G7 inoculated leaf,,,,,,,,,L29 (Rsv3-genotype 'resistant'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN12727382,SRR10098760,RNA-Seq,GEO,public,SRX6830733,GSM4074072,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5372819,Glycine max,SRP221356,2020-04-01,PRJNA564957,5175.0,,300.0,13705.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.18398343349934,13705552500.0,5426561780.0,2019-09-11T11:44:00.000Z,,,"['12727382', '564957', 'GSE137263', 'GSM4074072', 'GSM4074072_r1', 'PRJNA564957', 'SAMN12727382', 'SRP221356', 'SRR10098760', 'SRS5372819', 'SRX6830733']",,,,,leaf,,,GSM4074072,SMV-G7 inoculated leaf,,,,,,,,,L29 (Rsv3-genotype 'resistant'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN12727383,SRR10098759,RNA-Seq,GEO,public,SRX6830732,GSM4074071,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5372818,Glycine max,SRP221356,2020-04-01,PRJNA564957,4888.0,,300.0,12807.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.0658002525342878,12807943500.0,5126468784.0,2019-09-11T11:41:00.000Z,,,"['12727383', '564957', 'GSE137263', 'GSM4074071', 'GSM4074071_r1', 'PRJNA564957', 'SAMN12727383', 'SRP221356', 'SRR10098759', 'SRS5372818', 'SRX6830732']",,,,,leaf,,,GSM4074071,SMV-G7 inoculated leaf,,,,,,,,,L29 (Rsv3-genotype 'resistant'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN12727384,SRR10098758,RNA-Seq,GEO,public,SRX6830731,GSM4074070,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5372817,Glycine max,SRP221356,2020-04-01,PRJNA564957,4998.0,,300.0,13103.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.975018640074554,13103392500.0,5241465160.0,2019-09-11T11:38:00.000Z,,,"['12727384', '564957', 'GSE137263', 'GSM4074070', 'GSM4074070_r1', 'PRJNA564957', 'SAMN12727384', 'SRP221356', 'SRR10098758', 'SRS5372817', 'SRX6830731']",,,,,leaf,,,GSM4074070,SMV-G7 inoculated leaf,,,,,,,,,L29 (Rsv3-genotype 'resistant'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN12727385,SRR10098757,RNA-Seq,GEO,public,SRX6830730,GSM4074069,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5372816,Glycine max,SRP221356,2020-04-01,PRJNA564957,4364.0,,300.0,11224.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.291406500728786,11224960500.0,4576694170.0,2019-09-11T11:37:00.000Z,,,"['12727385', '564957', 'GSE137263', 'GSM4074069', 'GSM4074069_r1', 'PRJNA564957', 'SAMN12727385', 'SRP221356', 'SRR10098757', 'SRS5372816', 'SRX6830730']",,,,,leaf,,,GSM4074069,SMV-G7 inoculated leaf,,,,,,,,,L29 (Rsv3-genotype 'resistant'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN12727386,SRR10098756,RNA-Seq,GEO,public,SRX6830729,GSM4074068,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5372815,Glycine max,SRP221356,2020-04-01,PRJNA564957,4670.0,,300.0,12348.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.114105462285525,12348606600.0,4897019281.0,2019-09-11T11:43:00.000Z,,,"['12727386', '564957', 'GSE137263', 'GSM4074068', 'GSM4074068_r1', 'PRJNA564957', 'SAMN12727386', 'SRP221356', 'SRR10098756', 'SRS5372815', 'SRX6830729']",,,,,leaf,,,GSM4074068,SMV-G7 inoculated leaf,,,,,,,,,L29 (Rsv3-genotype 'resistant'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN12727387,SRR10098755,RNA-Seq,GEO,public,SRX6830728,GSM4074067,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5372814,Glycine max,SRP221356,2020-04-01,PRJNA564957,4860.0,,300.0,12745.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.836293415074271,12745261500.0,5096472414.0,2019-09-11T11:46:00.000Z,,,"['12727387', '564957', 'GSE137263', 'GSM4074067', 'GSM4074067_r1', 'PRJNA564957', 'SAMN12727387', 'SRP221356', 'SRR10098755', 'SRS5372814', 'SRX6830728']",,,,,leaf,,,GSM4074067,SMV-G7 inoculated leaf,,,,,,,,,L29 (Rsv3-genotype 'resistant'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN12792924,SRR10150567,RNA-Seq,BOYUNHUAKANG,public,SRX6875992,TL1-SA-1,HiSeq X Ten,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS5411827,Glycine max,SRP222678,2019-09-20,PRJNA571970,2367.0,,300.0,6213.0,,TL1-SA-1,[Plant],,China,Asia,[China:hubei],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.03262340877754,6213764400.0,2482407746.0,2019-09-20T04:32:00.000Z,missing,,"['12792924', '571970', 'PRJNA571970', 'SAMN12792924', 'SRP222678', 'SRR10150567', 'SRS5411827', 'SRX6875992', 'TL1-SA-1', 'TL1-sa-1A_1.fq.gz']",,,,control1,shoot apexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN12792925,SRR10150566,RNA-Seq,BOYUNHUAKANG,public,SRX6875993,TL1-SA-2,HiSeq X Ten,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS5411828,Glycine max,SRP222678,2019-09-20,PRJNA571970,2305.0,,300.0,6025.0,,TL1-SA-2,[Plant],,China,Asia,[China:hubei],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.52629390773334,6025841700.0,2417522630.0,2019-09-20T04:31:00.000Z,missing,,"['12792925', '571970', 'PRJNA571970', 'SAMN12792925', 'SRP222678', 'SRR10150566', 'SRS5411828', 'SRX6875993', 'TL1-SA-2', 'TL1-sa-2A_1.fq.gz']",,,,control2,shoot apexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN12792926,SRR10150565,RNA-Seq,BOYUNHUAKANG,public,SRX6875994,TL1-SA-3,HiSeq X Ten,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS5411829,Glycine max,SRP222678,2019-09-20,PRJNA571970,2327.0,,300.0,6047.0,,TL1-SA-3,[Plant],,China,Asia,[China:hubei],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.508819883574022,6047832300.0,2440340251.0,2019-09-20T04:30:00.000Z,missing,,"['12792926', '571970', 'PRJNA571970', 'SAMN12792926', 'SRP222678', 'SRR10150565', 'SRS5411829', 'SRX6875994', 'TL1-SA-3', 'TL1-sa-3A_1.fq.gz']",,,,control3,shoot apexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN13386931,SRR10530622,RNA-Seq,HENAN AGRICULTURAL UNIVERSITY,public,SRX7214578,NN_HP_RS_R1,Illumina HiSeq 4000,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,ILLUMINA,SRS5717375,Glycine max,SRP233239,2019-11-27,PRJNA591736,6249.0,,300.0,15859.0,,NN_HP_RS_R1,[Plant],,China,Asia,[China: Nanjing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.253740089946667,15859387500.0,6552921400.0,2019-11-26T06:29:00.000Z,,NN_HP_RS_R1,"['13386931', '591736', 'HP_100R-1_R1.fq.gz', 'NN_HP_RS_R1', 'PRJNA591736', 'SAMN13386931', 'SRP233239', 'SRR10530622', 'SRS5717375', 'SRX7214578', 'bp0']",,seeding stage,,Nan-nong94-156,root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tolerant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN13386932,SRR10530621,RNA-Seq,HENAN AGRICULTURAL UNIVERSITY,public,SRX7214579,NN_HP_RS_R2,Illumina HiSeq 4000,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,ILLUMINA,SRS5717376,Glycine max,SRP233239,2019-11-27,PRJNA591736,5770.0,,300.0,15102.0,,NN_HP_RS_R2,[Plant],,China,Asia,[China: Nanjing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.427254358745361,15102888300.0,6050476956.0,2019-11-26T06:50:00.000Z,,NN_HP_RS_R2,"['13386932', '591736', 'HP_100R-2_R1.fq.gz', 'NN_HP_RS_R2', 'PRJNA591736', 'SAMN13386932', 'SRP233239', 'SRR10530621', 'SRS5717376', 'SRX7214579', 'bp0']",,seeding stage,,Nan-nong94-156,root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tolerant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN13386933,SRR10530618,RNA-Seq,HENAN AGRICULTURAL UNIVERSITY,public,SRX7214582,NN_HP_RS_R3,Illumina HiSeq 4000,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,ILLUMINA,SRS5717379,Glycine max,SRP233239,2019-11-27,PRJNA591736,6320.0,,300.0,15983.0,,NN_HP_RS_R3,[Plant],,China,Asia,[China: Nanjing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.337682475119994,15983698800.0,6627515823.0,2019-11-26T06:25:00.000Z,,NN_HP_RS_R3,"['13386933', '591736', 'HP_100R-3_R1.fq.gz', 'NN_HP_RS_R3', 'PRJNA591736', 'SAMN13386933', 'SRP233239', 'SRR10530618', 'SRS5717379', 'SRX7214582', 'bp0']",,seeding stage,,Nan-nong94-156,root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tolerant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN13386934,SRR10530617,RNA-Seq,HENAN AGRICULTURAL UNIVERSITY,public,SRX7214583,NN_LP_RS_R1,Illumina HiSeq 4000,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,ILLUMINA,SRS5717380,Glycine max,SRP233239,2019-11-27,PRJNA591736,5828.0,,300.0,14903.0,,NN_LP_RS_R1,[Plant],,China,Asia,[China: Nanjing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.309989439765943,14903087100.0,6111108044.0,2019-11-26T06:30:00.000Z,,NN_LP_RS_R1,"['13386934', '591736', 'LP_100R-1_R1.fq.gz', 'NN_LP_RS_R1', 'PRJNA591736', 'SAMN13386934', 'SRP233239', 'SRR10530617', 'SRS5717380', 'SRX7214583', 'bp0']",,seeding stage,,Nan-nong94-156,root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tolerant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN13386935,SRR10530616,RNA-Seq,HENAN AGRICULTURAL UNIVERSITY,public,SRX7214584,NN_LP_RS_R2,Illumina HiSeq 4000,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,ILLUMINA,SRS5717381,Glycine max,SRP233239,2019-11-27,PRJNA591736,4475.0,,300.0,11325.0,,NN_LP_RS_R2,[Plant],,China,Asia,[China: Nanjing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.0597183826173289,11325488100.0,4693075184.0,2019-11-26T06:24:00.000Z,,NN_LP_RS_R2,"['13386935', '591736', 'LP_100R-2_R1.fq.gz', 'NN_LP_RS_R2', 'PRJNA591736', 'SAMN13386935', 'SRP233239', 'SRR10530616', 'SRS5717381', 'SRX7214584', 'bp0']",,seeding stage,,Nan-nong94-156,root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tolerant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN13386936,SRR10530615,RNA-Seq,HENAN AGRICULTURAL UNIVERSITY,public,SRX7214585,NN_LP_RS_R3,Illumina HiSeq 4000,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,ILLUMINA,SRS5717382,Glycine max,SRP233239,2019-11-27,PRJNA591736,5741.0,,300.0,14939.0,,NN_LP_RS_R3,[Plant],,China,Asia,[China: Nanjing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.157445907441306,14939203800.0,6020714942.0,2019-11-26T06:39:00.000Z,,NN_LP_RS_R3,"['13386936', '591736', 'LP_100R-3_R1.fq.gz', 'NN_LP_RS_R3', 'PRJNA591736', 'SAMN13386936', 'SRP233239', 'SRR10530615', 'SRS5717382', 'SRX7214585', 'bp0']",,seeding stage,,Nan-nong94-156,root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tolerant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
