biosample,attr
SAMN23131655,"{'title': 'Clark Leaf tissue; BPMV-VIGS with ARR4 target; Rep2-Bucket1', 'Identifiers': {'BioSample': 'SAMN23131655', 'Sample name': 'AGgroup_ARR4_Leaf_Rep2_Bucket1', 'SRA': 'SRS11064734'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '12 days after BPMV-VIGS inoculation', 'tissue': '1st trifoliolate leaflets', 'collection_location': 'Ames, IA', 'treatment': 'AG gene group; ARR4 target', 'biological_replicate': 'Rep 2 of 4'}, 'Accession': 'SAMN23131655', 'ID': '23131655'}"
SAMN21359842,"{'title': 'Root tissue, PI 086145 (G12), deficient iron conditions', 'Identifiers': {'BioSample': 'SAMN21359842', 'Sample name': 'G12_PI86145_Root_Def_Rep1', 'SRA': 'SRS10167673'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Monbetsu Nagaba daizu', 'accession': 'PI 086145', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 1 of 3'}, 'Accession': 'SAMN21359842', 'ID': '21359842'}"
SAMN15648165,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648165', 'Sample name': 'a7-20', 'SRA': 'SRS7093084'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P135', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648165', 'ID': '15648165'}"
SAMN23131644,"{'title': 'Clark Root tissue; BPMV-VIGS with ARR4+GLU1 target; Rep1-Bucket1', 'Identifiers': {'BioSample': 'SAMN23131644', 'Sample name': 'AGgroup_AG_Root_Rep1_Bucket1', 'SRA': 'SRS11064757'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '12 days after BPMV-VIGS inoculation', 'tissue': 'whole root', 'collection_location': 'Ames, IA', 'treatment': 'AG gene group; ARR4+GLU1 target', 'biological_replicate': 'Rep 1 of 4'}, 'Accession': 'SAMN23131644', 'ID': '23131644'}"
SAMN15963230,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15963230', 'Sample name': 'hedou12-5', 'SRA': 'SRS7306213'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'leaf', 'cultivar': 'hedou12-5', 'ecotype': 'changchun', 'age': 'true leaf', 'tissue': 'leaf'}, 'Accession': 'SAMN15963230', 'ID': '15963230'}"
SAMN05223296,"{'title': 'TW-1-3-3', 'Identifiers': {'BioSample': 'SAMN05223296', 'SRA': 'SRS1495240', 'GEO': 'GSM2195648'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'low phytate soybean mutant TW-1', 'tissue': 'seed'}, 'Accession': 'SAMN05223296', 'ID': '5223296'}"
SAMN05580224,"{'title': 'Depodding_Control4.3', 'Identifiers': {'BioSample': 'SAMN05580224', 'SRA': 'SRS1621590', 'GEO': 'GSM2282134'}, 'Organism': 'Glycine max', 'Attributes': {'line': 'Line Williams 82', 'timepoint': '64 days after planting', 'tissue': 'Leaf'}, 'Accession': 'SAMN05580224', 'ID': '5580224'}"
SAMN40001474,"{'title': 'S5A_1', 'Identifiers': {'BioSample': 'SAMN40001474', 'Sample name': 'S5A_1', 'SRA': 'SRS20640419'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'missing', 'cultivar': 'Glycine max', 'ecotype': 'missing', 'age': 'missing', 'tissue': 'seed', 'treatment': 'no', 'replicate': 'replicate = biological replication 1'}, 'Accession': 'SAMN40001474', 'ID': '40001474'}"
SAMN09843642,"{'title': 'D2Y-100 rep3', 'Identifiers': {'BioSample': 'SAMN09843642', 'SRA': 'SRS3676626', 'GEO': 'GSM3335914'}, 'Organism': 'Glycine max', 'Accession': 'SAMN09843642', 'ID': '9843642'}"
SAMN11513548,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN11513548', 'Sample name': 'soybean_seed_10DAF_Rep1', 'SRA': 'SRS4676068'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'NN1138-2', 'age': '10 DAF', 'tissue': 'seed', 'replication': '1'}, 'Accession': 'SAMN11513548', 'ID': '11513548'}"
SAMN32153587,"{'title': 'Varieties of 178', 'Identifiers': {'BioSample': 'SAMN32153587', 'Sample name': 'CX298', 'SRA': 'SRS16126039'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153587', 'ID': '32153587'}"
SAMN18795970,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN18795970', 'Sample name': 'WT-2', 'SRA': 'SRS8735712'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Jack', 'ecotype': 'not collected', 'isolate': 'not collected', 'age': 'Four-week-old', 'tissue': 'leaves', 'treatment': 'WT-2', 'replicate': 'biological replicate 2'}, 'Accession': 'SAMN18795970', 'ID': '18795970'}"
SAMN05327846,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN05327846', 'Sample name': 'aphid_sus_6h_rep1', 'SRA': 'SRS1531575'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Near isogenic line carrying theWyandot allele at Rag5 locus', 'tissue': 'Leaf', 'genotype': 'Wyandot allele at Rag5 locus', 'phenotype': 'Susceptible to aphid biotype 2', 'treatment': '6 hours after infestation', 'replicate': 'biological replicate1'}, 'Accession': 'SAMN05327846', 'ID': '5327846'}"
SAMN32153849,"{'title': 'Varieties of 440', 'Identifiers': {'BioSample': 'SAMN32153849', 'Sample name': 'JL225', 'SRA': 'SRS16267385'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153849', 'ID': '32153849'}"
SAMN09513487,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN09513487', 'Sample name': 'SL209538', 'SRA': 'SRS3480955'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'P. sojae 1.S.1.1', 'cultivar': '12233', 'ecotype': 'Conrad x Sloan', 'age': '24 hai', 'tissue': 'inoculation site: ~2 cm below the crown', 'population': 'F9:11 Recombinant inbred line', 'treatment': 'Mock'}, 'Accession': 'SAMN09513487', 'ID': '9513487'}"
SAMN40001384,"{'title': 'M1D_1', 'Identifiers': {'BioSample': 'SAMN40001384', 'Sample name': 'M1D_1', 'SRA': 'SRS20640444'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'missing', 'cultivar': 'Glycine max', 'ecotype': 'missing', 'age': 'missing', 'tissue': 'seed', 'treatment': 'no', 'replicate': 'replicate = biological replication 1'}, 'Accession': 'SAMN40001384', 'ID': '40001384'}"
SAMN11536756,"{'title': 'R228_A6_100', 'Identifiers': {'BioSample': 'SAMN11536756', 'SRA': 'SRS4704517', 'GEO': 'GSM3740852'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'Immature cotyledon', 'cultivar': 'Jack mutant', 'generation': '1'}, 'Accession': 'SAMN11536756', 'ID': '11536756'}"
SAMN29153370,"{'title': '1mg 1', 'Identifiers': {'BioSample': 'SAMN29153370', 'Sample name': 'Soy-1mg-1', 'SRA': 'SRS13453830'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Tara', 'age': '5 weeks', 'tissue': 'Leaves', 'treatment': 'PFBA-exposed', 'replicate': '1mg/L replicate 1'}, 'Accession': 'SAMN29153370', 'ID': '29153370'}"
SAMN39205465,"{'title': 'QS15544_paired_L5_R1', 'Identifiers': {'BioSample': 'SAMN39205465', 'Sample name': 'RNA_seq_sample_QS15544_RIL_201', 'SRA': 'SRS20030168'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Population QS15544', 'ecotype': 'Population QS15544', 'age': '25 days', 'tissue': 'Leaf tissue from V4 stage', 'population': 'QS15544'}, 'Accession': 'SAMN39205465', 'ID': '39205465'}"
SAMN07373164,"{'title': '3MWT-Stage5-Rep3_re-analyzed', 'Identifiers': {'BioSample': 'SAMN07373164', 'SRA': 'SRS2371534', 'GEO': 'GSM2712248'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'MIPS1/MRP-L/MRP-N'}, 'Accession': 'SAMN07373164', 'ID': '7373164'}"
SAMN02358850,"{'title': 'SD_G2_T1_B', 'Identifiers': {'BioSample': 'SAMN02358850', 'SRA': 'SRS482189', 'GEO': 'GSM1234618'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82', 'treatment': 'Short Day (10L:14D)', 'timepoint': 'morning 6:30 am'}, 'Accession': 'SAMN02358850', 'ID': '2358850'}"
SAMN07130378,"{'title': 'D-B010C replicate 1', 'Identifiers': {'BioSample': 'SAMN07130378', 'SRA': 'SRS2204582', 'GEO': 'GSM2628308'}, 'Organism': 'Glycine max', 'Attributes': {'condition': 'dehydrated', 'replicate': '1'}, 'Accession': 'SAMN07130378', 'ID': '7130378'}"
SAMN23131665,"{'title': 'Clark Leaf tissue; BPMV-VIGS with empty vector; Rep2-Bucket1', 'Identifiers': {'BioSample': 'SAMN23131665', 'Sample name': 'HGgroup_2D5C_Leaf_Rep2_Bucket1', 'SRA': 'SRS11064745'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '12 days after BPMV-VIGS inoculation', 'tissue': '1st trifoliolate leaflets', 'collection_location': 'Ames, IA', 'treatment': 'HG gene group; empty vector', 'biological_replicate': 'Rep 2 of 4'}, 'Accession': 'SAMN23131665', 'ID': '23131665'}"
SAMN40615253,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN40615253', 'Sample name': 'OETINYSCN_3', 'SRA': 'SRS20853378'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': '6', 'age': '3 dpi', 'tissue': 'root'}, 'Accession': 'SAMN40615253', 'ID': '40615253'}"
SAMN39995220,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN39995220', 'Sample name': 'S-CK-3', 'SRA': 'SRS20497244'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'suinong42', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'leaf', 'treatment': 'suinong-CK+biological replicate 3'}, 'Accession': 'SAMN39995220', 'ID': '39995220'}"
SAMN36630244,"{'title': 'Combined acidity+water deficit+low phosphate+salinity+cadmium leaves replicate 3', 'Identifiers': {'BioSample': 'SAMN36630244', 'SRA': 'SRS18369468', 'GEO': 'GSM7653579'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate+salinity+cadmium'}, 'Accession': 'SAMN36630244', 'ID': '36630244'}"
SAMN03793158,"{'title': 'Hwangkeum at 38', 'Identifiers': {'BioSample': 'SAMN03793158', 'Sample name': 'Hwangkeum at 38', 'SRA': 'SRS971696'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Hwangkeum', 'tissue': 'Leaves'}, 'Accession': 'SAMN03793158', 'ID': '3793158'}"
SAMN32153575,"{'title': 'Varieties of 166', 'Identifiers': {'BioSample': 'SAMN32153575', 'Sample name': 'CX279', 'SRA': 'SRS16125994'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153575', 'ID': '32153575'}"
SAMN01819912,"{'title': 'R86_Germinating_Cotyledons_Stage3_BR2', 'Identifiers': {'BioSample': 'SAMN01819912', 'SRA': 'SRS377263', 'GEO': 'GSM1044989'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams', 'Stage': '2-3 days after planting', 'preservation': 'lyophilized', 'purification': 'none'}, 'Accession': 'SAMN01819912', 'ID': '1819912'}"
SAMN24923232,"{'title': 'CK2_IP', 'Identifiers': {'BioSample': 'SAMN24923232', 'Sample name': '1CK2_IP', 'SRA': 'SRS11650395'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN24923232', 'ID': '24923232'}"
SAMN29220778,"{'title': 'Fiskeby 3 ozone', 'Identifiers': {'BioSample': 'SAMN29220778', 'Sample name': 'F3_ozone_T6_198', 'SRA': 'SRS13498076'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Fiskeby III', 'tissue': 'leaf', 'treatment': 'ozone'}, 'Accession': 'SAMN29220778', 'ID': '29220778'}"
SAMN09078201,"{'title': 'mRNA gmax PI548555 Douglas', 'Identifiers': {'BioSample': 'SAMN09078201', 'SRA': 'SRS3262724', 'GEO': 'GSM3132224'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'PI548555 Douglas', 'tissue': 'leaf'}, 'Accession': 'SAMN09078201', 'ID': '9078201'}"
SAMN30310288,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN30310288', 'Sample name': 'zh13_GF_S_3', 'SRA': 'SRS14670771'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Zhonghuang 13', 'tissue': 'Stem_3'}, 'Accession': 'SAMN30310288', 'ID': '30310288'}"
SAMN02746733,"{'title': 'Soybean Heart Stage Seed Coat Endothelium-Biological replicate 4', 'Identifiers': {'BioSample': 'SAMN02746733', 'SRA': 'SRS602578', 'GEO': 'GSM1380807'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82', 'compartment': 'Seed Coat Endothelium'}, 'Accession': 'SAMN02746733', 'ID': '2746733'}"
SAMN02192008,"{'title': 'Generic sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN02192008', 'Sample name': 'Blk3_O3', 'SRA': 'SRS437989'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': '93B15', 'tissue': 'seed coat', 'Block': '3', 'treatment': 'O3'}, 'Accession': 'SAMN02192008', 'ID': '2192008'}"
SAMN09716586,"{'title': 'YH38_9B3', 'Identifiers': {'BioSample': 'SAMN09716586', 'SRA': 'SRS3596218', 'GEO': 'GSM3306892'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'Sh', 'genotype': '2'}, 'Accession': 'SAMN09716586', 'ID': '9716586'}"
SAMN11807728,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN11807728', 'Sample name': 'CN033248_S10', 'SRA': 'SRS4816974'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Harosoy 63', 'tissue': 'first trifoliate leaves and apex', 'genotype': 'CULTIVAR', 'treatment': 'stored 11 yrs after seed regeneration'}, 'Accession': 'SAMN11807728', 'ID': '11807728'}"
SAMN30889880,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN30889880', 'Sample name': 'T (1,2,3,4)', 'SRA': 'SRS15192177'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'B deficient', 'cultivar': 'missing', 'ecotype': 'missing', 'age': 'missing', 'tissue': 'Root'}, 'Accession': 'SAMN30889880', 'ID': '30889880'}"
SAMN33463368,"{'title': 'DR1-136 Chitin-24h rep1', 'Identifiers': {'BioSample': 'SAMN33463368', 'SRA': 'SRS16906029', 'GEO': 'GSM7069028'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'Prom2-DR1-24', 'tissue': 'Leaves (first trifoliate stage)', 'time': '24h', 'treatment': 'Chitin'}, 'Accession': 'SAMN33463368', 'ID': '33463368'}"
SAMN39848638,"{'title': 'DS3d2_IP', 'Identifiers': {'BioSample': 'SAMN39848638', 'Sample name': 'Susceptible DS 3d 2 IP', 'SRA': 'SRS20402310'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Dongsheng1', 'age': '3 days after nematode infection', 'tissue': 'root', 'treatment': 'DS3d2IP'}, 'Accession': 'SAMN39848638', 'ID': '39848638'}"
SAMN21359872,"{'title': 'Root tissue, PI 548533 (G17), deficient iron conditions', 'Identifiers': {'BioSample': 'SAMN21359872', 'Sample name': 'G17_PI548533_Root_Def_Rep1', 'SRA': 'SRS10167706'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 1 of 3'}, 'Accession': 'SAMN21359872', 'ID': '21359872'}"
SAMN11849871,"{'title': 'Clark Leaf T2 Control', 'Identifiers': {'BioSample': 'SAMN11849871', 'Sample name': 'Clark T2_Control_Leaf', 'SRA': 'SRS4815020'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'PI548533', 'tissue': 'Leaf', 'treatment': '24 hours +Fe+Pi, 48 hours +Fe+Pi, 24 hours +Fe+Pi'}, 'Accession': 'SAMN11849871', 'ID': '11849871'}"
SAMN28772424,"{'title': 'root nodule from Glycine max', 'Identifiers': {'BioSample': 'SAMN28772424', 'Sample name': 's4W-2_FRAS190052322-1a', 'SRA': 'SRS13392371'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'root nodule', 'cultivar': 'Glycine max L. [Merrill]', 'ecotype': 'Williams 82', 'age': '5 week', 'tissue': 'mRNA'}, 'Accession': 'SAMN28772424', 'ID': '28772424'}"
SAMN07202256,"{'title': 'Chippewa_RNA-seq', 'Identifiers': {'BioSample': 'SAMN07202256', 'SRA': 'SRS2259982', 'GEO': 'GSM2651576'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'leaves', 'cultivar': 'Chippewa'}, 'Accession': 'SAMN07202256', 'ID': '7202256'}"
SAMN32153755,"{'title': 'Varieties of 346', 'Identifiers': {'BioSample': 'SAMN32153755', 'Sample name': 'JL119', 'SRA': 'SRS16165326'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153755', 'ID': '32153755'}"
SAMN22841298,"{'title': 'Clark scion on IsoClark rootstock (Clk/Iso), 30 minutes after transfer, rep 2 leaf tissue, deficient iron', 'Identifiers': {'BioSample': 'SAMN22841298', 'Sample name': 'G3_30min_Rep2_Leaf_Def', 'SRA': 'SRS10903013'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '30 minutes after transfer', 'tissue': '1st trifoliolate leaflets', 'collection_location': 'Ames, IA', 'graft_combination': 'G3 (Clk/Iso)', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 2 of 3'}, 'Accession': 'SAMN22841298', 'ID': '22841298'}"
SAMN15648073,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648073', 'Sample name': 'a9-6', 'SRA': 'SRS7092608'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P038', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648073', 'ID': '15648073'}"
SAMN15648427,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648427', 'Sample name': 'd10-2', 'SRA': 'SRS7092642'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P423', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648427', 'ID': '15648427'}"
SAMN15648199,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648199', 'Sample name': 'a1-15', 'SRA': 'SRS7093028'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P171', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648199', 'ID': '15648199'}"
SAMN11371495,"{'title': 'Emerging nodules, replicate 1', 'Identifiers': {'BioSample': 'SAMN11371495', 'SRA': 'SRS4600821', 'GEO': 'GSM3714641'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'nodule', 'cultivar': 'Williams 82'}, 'Accession': 'SAMN11371495', 'ID': '11371495'}"
SAMN37422331,"{'title': 'Mock_CurrentCO2', 'Identifiers': {'BioSample': 'SAMN37422331', 'Sample name': 'Mock_CurrentCO2', 'SRA': 'SRS18898288'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Missing', 'cultivar': 'Williams 82', 'ecotype': 'Missing', 'age': '14 days', 'tissue': 'Leaf'}, 'Accession': 'SAMN37422331', 'ID': '37422331'}"
SAMN31831524,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN31831524', 'Sample name': 'ZX12-20-1', 'SRA': 'SRS15840983'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'not collected', 'age': 'not collected', 'tissue': 'seed', 'replicate': 'replicate = biological replicate 13'}, 'Accession': 'SAMN31831524', 'ID': '31831524'}"
SAMN16674293,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN16674293', 'Sample name': 's3CK-N-2', 'SRA': 'SRS7798722'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'Wm82', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'Nodule', 'treatment': 'CK-2'}, 'Accession': 'SAMN16674293', 'ID': '16674293'}"
SAMN36011957,"{'title': 'OE-hsw_p5_1', 'Identifiers': {'BioSample': 'SAMN36011957', 'Sample name': 'p5', 'SRA': 'SRS18085138'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not collected', 'cultivar': 'Jack', 'ecotype': 'not collected', 'age': 'one year', 'tissue': 'seed', 'replicate': 'replicate = biological replicate 93'}, 'Accession': 'SAMN36011957', 'ID': '36011957'}"
SAMN25263530,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN25263530', 'Sample name': 'ZC3-24h-CK-3', 'SRA': 'SRS12019978'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Zhechun NO.3', 'tissue': 'Pod', 'replicate': 'replicate = biological replicate 51'}, 'Accession': 'SAMN25263530', 'ID': '25263530'}"
SAMN38260466,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN38260466', 'Sample name': 'IS_ND1', 'SRA': 'SRS19542131'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'I-IS-ND25', 'cultivar': 'Nandou 25', 'tissue': 'flower'}, 'Accession': 'SAMN38260466', 'ID': '38260466'}"
SAMN30609235,"{'title': 'sample of LN2', 'Identifiers': {'BioSample': 'SAMN30609235', 'Sample name': 'LN2', 'SRA': 'SRS14933828'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82', 'tissue': 'nodule', 'treatment': 'LN2', 'md5sum': '8fa15d9b266fdeff68bcbebd8ffaa961 LN2_1.fq.gz130d9c823595a02c27f7430edfd00d59 LN2_2.fq.gz'}, 'Accession': 'SAMN30609235', 'ID': '30609235'}"
