bioproject,stress,n,part,title,abstract,doi,pmid
PRJNA262564,maturation,24,leaf: 15 | cotyledon: 9,Gene Expression Profiling of Glycine max Cotyledons and Trifoliate Leaves to Determine Genes Associated with Senescence,We use RNA sequencing technology in a time course study to measure transcript abundance from three developmental stages in cotyledons and five stages in the trifoliate leaf of Glycine max to identify genes with distinct temporal patterns of expression during leaf or cotyledon development.  We also examine the diffrences between these two photosynthetic tissues. Overall design: Timecourse Expression analysis of Cotyledon Development and Leaf Development using RNAseq on distinct timepoints. 3 stages of the cotyledon were sequenced with 3 biological replicates in each stage. Five stages of the leaf were sequenced with 3 biological replicates for each stage.,10.1186/s12870-015-0553-y,26149852
PRJNA273870,maturation,1,seed: 1,Glycine max Transcriptome or Gene expression,Analysis of gene expression during soybean seed development,10.1093/jxb/ert238,23963672
PRJNA304631,maturation,30,seed: 30,Genome-wide transcriptome analyses of developing seeds from low and normal phytic acid soybean lines,"Purpose: Comprehensive comparison of gene-expression profiles between 3mlpa (mutant with low phytic acid) and 3MWT (non-mutant with normal phyic acid) soybean lines (Glycine max) at five stages of seed development using RNA-Seq approaches. Methods: mRNA sequencing reads (101SE) were generated in triplicate from five seed developmental stages of 3mlpa and 3MWT soybean line using Illumina HiSeq 2000. Results: A total of 4235 differentially expressed genes, including 512-transcription factor genes were identified. Eighteen biological processes such as apoptosis, glucan metabolism, cellular transport, photosynthesis and 9 transcription factor families including WRKY, CAMTA3 and SNF2 were enriched during seed development. Genes associated with apoptosis, glucan metabolism, and cellular transport showed enhanced expression in early stages of lpa seed development, while those associated with photosynthesis showed decreased expression in late developmental stages. Conclusion: This study provides a global perspective of transcriptomal changes during soybean seed development in 3mlpa mutant. The results suggest that low phtic acid-causing mutations in 3mlpa play a role in inducing and suppressing plant defense responses during early and late stages of seed development, respectively. Overall design: RNA-Seq of five seed developing soybean seeds from mips1/mrp-l/mrp-n triple mutant line (with low phytic acid) and MIPS1/MRP-L/MRP-N non-mutant line (with normal phytic acid). The mRNA libraries from three biological replicates of each sample were sequenced as 101 SE using Illumina HiSeq 2000.",10.1186/s12864-015-2283-9,26678836
PRJNA315512,maturation,20,seed: 20,Transcriptome Profile of Near-isogenic Soybean Lines for a-Subunit Deficiency during Seed Maturation,"To identify a-null-related transcriptional changes, the gene expressions of cgy-2-NIL and its recurrent parent DN47 were compared using Illumina high-throughput RNA-sequencing on samples at 25, 35, 50, and 55 days after flowering (DAF). Seeds at 18 DAF served as the control. Overall design: Compare gene quantity and expression between the cgy-2-NIL and DN47 in five stages of soybean seeds collected at 18, 25, 35, 50, and 55 day after flowering",10.1371/journal.pone.0159723,27532666
PRJNA325298,maturation,18,seed: 18,Whole genome-wide transcript profiling to identify differentially expressed genes associated with seed field emergence in two soybean low phytate mutants,"Seed germination is important to soybean (Glycine max) growth and development, ultimately affecting soybean yield. A lower seed field emergence has been the main hindrance for breeding soybeans low in phytate. Although this reduction could be overcome by additional breeding and selection, the mechanisms of seed germination in different low phytate mutants remain unknown. In this study, we performed a comparative transcript analysis of two low phytate soybean mutants (TW-1 and TW-1-M), which have the same mutation, a 2 bp deletion in GmMIPS1, but show a significant difference in seed field emergence. Overall design: 18 samples were analyzed in this research, and three replicates were included.",10.1186/s12870-016-0953-7,28100173
PRJNA326110,maturation,10,embryo: 10,Large-scale analysis of soybean embryonic axis in five time points during germination,"Purpose: This RNA-Seq study aims on elucidate the major trends in the transcriptional profile of soybean embryonic axes during germination. Methods: Soybean seeds were germinated in soaked cotton at 28ºC. In addition to dry seeds, seeds were harvested at 3, 6, 12, 24 hours after imbibition. Then the embryonic axes were separated from the cotyledons for RNA extraction. For each biological sample, 20 seeds were used. Results:  Identification of genes and pathways involved in metabolism, hormone signaling and transcriptional regulation. Overall design: Large-scale analysis of soybean embryonic axis in five time points during germination: dry, 3, 6, 12 and 24 hours after imbibition.",10.1038/srep36009,27824062
PRJNA384236,maturation,11,seed: 11,Expression profiling of Glycine max seed maturation by high throughput sequencing,A transcriptome analysis of soybean seeds harvested at different developing stages (between stage 7.1 and stage 9) was carried out to understand the molecular events occuring during the acquisition of seed longevity during maturation. Overall design: RNAseq from developing Glycine max seeds from stage 7.1 (mid-seedfilling) to final maturation,10.1371/journal.pone.0180282,28700604
PRJNA387303,maturation,9,cotyledon: 3 | embryo: 3 | seed coat: 3,Gene Expression Changes in the Development of the Soybean Seed Mid-Maturation (B1) Stage,"We investigated soybean seed development because (1) soybean seeds are a major source of food and fuel, (2) soybean seeds have been an excellent system for studying the basic processes controlling seed development for over three decades, and (3) new soybean genomic resources, including the sequence of the soybean genome and the gene expression profiles for all seed compartments, tissues, and cell types, can be used to gain new insights into the regulatory processes required for seed differentiation. We sequenced messenger RNA populations of specific soybean seed compartments, which will provide new insights into gene expression that are important for “making a soybean seed.” Overall design: Three compartments of the mid-maturation (B1) stage of the soybean seeds were analyzed. Three biological replicates were collected for each compartment.",,
PRJNA388955,maturation,18,embryo: 12 | seed: 3 | seedling: 3,"Gene Expression Changes during embryo and seed maturation, quiescence and germination in soybean","To understand the molecular events underlying seed maturation, quiescence and germination, we performed transcriptome analysis of soybean (Glycine max) embryos at four seed developmental stages (cotyledon, early, mid and late maturation), mature dry seeds, and seedlings, eight days after seed sowing. Overall design: mRNA profiling was performed on embryos at 4 stages of development, dry seeds and seedlings.  Three biological replicates were collected for each developmental stage.",,
PRJNA695355,maturation,17,seed: 17,Transcriptome or Gene expression,RNA-seq data of soybean during different growth stage.,,
PRJNA755792,maturation,4,leaf: 2 | shoot: 2,Transcriptomic analyses of wild-type and soc1a soc1b mutant in soybean shoot apices and leaves,"Flowering time and maturity are key agronomic traits directly affecting regional adaptability and yield of soybean. SUPPRESSOR OF OVEREXPRESSION OF CO 1 (SOC1) has been proved to be an essential flowering regulator. In this study, RNA sequencing using the shoot apices and leaves of soc1a soc1b double mutant and the wild-type (W82) plants under SD conditions at 20DAE (days after emergence) was performed to explore the regulatory network of the SOC1s in soybean.",,
