bioproject,name,title,description,doi,abstract
PRJNA632753,Glycine max cultivar:RSC 10-46,Transcriptomic response of soybean to water-stress conditions,"The growth and productivity of soybean are adversely affected by various environmental stresses, among which water stress is considered the harshest, affecting all stages of plant growth and development. Transcriptome profiling carried out at different water-stress conditions which will provide a better understanding of the molecular basis of water stress tolerance in the soybean.",,
PRJNA409500,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-B09 - 730PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA308216,Glycine max,Glycine max Raw sequence reads,"Soybeans (Glycine max) from several locations in Kay and Noble Counties of Oklahoma USA exhibited symptoms of viral infection, but did not react positively in tests for known viral pathogens of soybean. To discover what viruses, if any, were present, total RNA from diseased plant leaves was subjected to deep sequencing with and without Ribozero treatment. A strain of Tobacco streak virus was discovered, sufficiently distinct from other TSV strains to have been missed in initial screening.",10.1016/j.jviromet.2015.03.025,
PRJNA218821,Glycine max strain:Williams 82,Glycine max strain:Williams 82 Transcriptome or Gene expression,Two week old soybean roots treated with a liquid medium containing only jasmonic acid.,,
PRJNA436627,The Biotechnology Research Institute of Chinese Academy of Agricultural Sciences,Transcriptomic analysis of genes in soybean in response to Peronospora manshurica infection,the leaves of the downy mildew pre-inoculation and after 72 h of inoculation were sequenced for the high resistance varieties of soybean downy mildew - Jilin Xiaoji 1 and the high susceptible cultivar - Kefeng 1.The following results were obtained by transcriptome data analysis,,
PRJNA818824,Glycine max,Glycine max Transcriptome or Gene expression,Transcriptome analysis of leaves in overexpressed and knockout lines of soybean GmFtsH25,,
PRJNA373636,Glycine max cultivar:Williams 82,Gene expression profiling of Glycine max William 82 - GmDrought-b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under drought stress,,
PRJNA409511,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-C08 - 930PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409518,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-D07 - 1130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409455,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-G06 - 1130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA757530,Kangwon National University,Transcriptome sequencing of dwarf and normal soybean RIL lines,We developed soybean RIL lines by crossing G max and G soja. We observed dwarf phenotype in F3 population which was inheritable. In order to identify isoform/alternative splice differences among normal and dwarf lines we performed transcriptome sequencing using PacBio RSII platform.,,
PRJNA411150,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-F07 - 930AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA373640,Glycine max cultivar:Williams 82,Gene expression profiling of Glycine max William 82 - GmHighpH-c,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under high pH (9.1),,
PRJNA409459,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-E06 - 130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA1015758,Glycine max cultivar:Williams 82,Glycine max Williams 82 transcriptome - eGFP.asGFP.v2_4,Transcriptome sequencing of William 82 eGEP-Expressed stable line with eGFP.aseGFP transformation construct. Grown on hairy root media for 6 weeks; replicate 2.,,
PRJNA372507,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Seed - 039-B06,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA373629,Glycine max cultivar:Williams 82,Gene expression profiling of Glycine max William 82 - GmMinusFe-a,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Iron deprivation,,
PRJNA1015762,Glycine max cultivar:Williams 82,Glycine max Williams 82 transcriptome - Egfp m6g1-2.v2_8,Transcriptome sequencing of William 82 eGEP-Expressed stable line with eGFP.m6g1-2.v2 transformation construct. Grown on hairy root media for 6 weeks; replicate 1.,,
PRJNA373281,Glycine max cultivar:williams82,Gene expression analysis of Glycine max williams82 - Seed - 039-D08,Transcriptome sequencing as part of the JGI Flagship Plant Gene Atlas Inititative,,
PRJNA800018,United States Department of Agriculture,Metagenomic identification of viruses infecting soybean in Pakistan,Metagenomic identification of viruses infecting soybean in Pakistan,,
PRJNA677883,Sichuan Agricultural University,Transcriptome RNAseq analysis of soybean seed under field mold stress,"To monitor the transcriptional changes in soybean seeds caused by field mold stress, stressed and healthy seeds were subjected to transcriptional profiling using Illumina paired-end sequencing analysis.",,
PRJNA373615,Glycine max cultivar:Williams 82,Gene expression profiling of Glycine max William 82 - GmLowT-b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under low temperature (15C),,
PRJNA411153,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 090-F09 - 930AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA1015752,Glycine max cultivar:Williams 82,Glycine max Williams 82 transcriptome - Egfp m6g1-2_10,Transcriptome sequencing of William 82 eGEP-Expressed stable line with eGFP.m6g1-2 transformation construct. Grown on hairy root media for 6 weeks; replicate 1.,,
PRJNA324419,Glycine max,Fine mapping and candidate gene analysis of two loci conferring resistance to Phytophthora sojae in soybean,"Phytophthora root and stem rot caused by the oomycete pathogen Phytophthora sojae, is one of the most destructive diseases of soybean. Deploying soybean cultivars carrying race-specific resistance conferred by Rps genes is the most practicalapproach to managing this disease. Previously, two Rps genes, RpsUN1 and RpsUN2 conferring broad spectra of resistance to P. sojae isolates, were identified in a landrace PI 567139B and mapped to a 6.5-cM region on chromosome 3 and a 3.0-cM region on chromosome 16, corresponding to 840 kb and 600 kb of sequences, respectively,of the soybean reference genome. By analyzing ten and nine recombinants defined by genotypic and phenotypic screening of the 826 F2:3 families derived from two reciprocal crosses between the two parental lines of the mapping populations, RpsUN1 and RpsUN2 were further narrowed to a 151-kb region that harbors five genes including three NBS-LRR genes, and a 36-kb region that contains four genes including five NBS-LRR genes, respectively, according to the reference genome. Analysis of expressional changes of these nine genes before and after inoculation with the pathogen suggest that the counterparts of Glyma.03g034600 in the RpsUN1 region and the counterparts of Glyma.16g215200 and Glyma.16g214900 in the RpsUN2 region of PI 567139B may be associated with the resistance to P. sojae. It is also suggested that unequal recombination between different NBS-LRR genes in the mapped regions may have occurred, resulting in the formation of two recombinants with inconsistent genotypes and phenotypes detected by molecular markers within the fine-mapped regions. The haplotypes of genomic regions surrounding RpsUN1 and RpsUN2 in the entire soybean germplasm deposited in the US soybean germplasm collection were analyzed towards a better understanding of the origins of these two novel sources of resistance and screening of effective markers for marker-assisted selectionof these two resistance genes for soybean breeding. Overall design: 2 samples were sequenced, 1 inoculated with P. sojae, the other 1 were mock-inoculated",,
PRJNA284751,Transcriptional and proteomic analyses of different herbivore-induced responses in a wild soybean line ED059 and a cultivar Tianlong 2,Transcriptional and proteomic analyses of different herbivore-induced responses in a wild soybean line ED059 and a cultivar Tianlong 2,"Soybean is one of the main sources of oil worldwide, and the cotton bollworm [Helicoverpa armigera (Hübner)] is one of the common herbivores seriously affecting soybean production. After being attacked by herbivores, multiple signaling patheways will be triggered in plants, which induces the production of toxic, repellent, or anti-digestive compounds. Genetic engineering and breeding of resistant plant lines are the most effective and environmentally friendly approaches to control herbivores and improve the performance of plants. This study focuses on founding changes genes and proteins in soybean defense response induced by H. armigera. Illumina Solexa sequencing platform and iTRAQ were used for the comparative analysis of transcriptome and proteome profiles in the leaves of Tianlong 2 (a cultivated soybean susceptible to herbivores) and ED059 (a wild soybean resistant to herbivores) in response to infestation by H. armigera. Transcriptome data show that 2073 differentially expressed genes (DEGs) were uniquely expressed in ED059 compared with those in Tianlong 2 after 24 h of H. armigera treatment. Based on gene ontology classification of these 2073 DEGs, we identified 233 DEGs corresponded to various signaling pathways, including protein kinases, transcriptional factors, hormone biosynthesis and signal transduction pathways. In addition, a large number of genes related to antinutritive or toxic proteins were special induced in ED059. By combining the gene expression at the transcriptomic and proteomic levels, results reveal that no significantly high correlation was detected between the expression of mRNAs and proteins. Functional analysis of three candidate genes was accomplished by Agrobacterium-mediated transformation in Arabidopsis thaliana, and a MYB transcription factor 109 (MYB109) was identified with herbivore defense function in ED059. This study provides insights into the identification of the potential genes and proteins involved in herbivore defense, and a possible understanding of the herbivore defense mechanism in a wild soybean by combining analysis of transcriptome and proteome data. Moreover, a novel gene associated with herbivore resistance function was identified and validated. Overall design: Totally four samples, two treatments and two genotypes.",,
