biosample,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,run_file_version,random
SAMN09715899,SRR7593359,RNA-Seq,GEO,public,SRX4458355,GSM3306567,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595896,Glycine max,SRP155262,2021-07-26,PRJNA482870,257.0,,100.0,804.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.86696701308094
SAMN07202335,SRR5655655,RNA-Seq,GEO,public,SRX2892244,GSM2651598,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2260004,Glycine max,SRP108748,2017-06-09,PRJNA389558,1063.0,,126.0,3072.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.866955549807035
SAMN15648599,SRR12328193,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828392,nn26,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092673,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P599,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.866878039019828
SAMN09716505,SRR7593778,RNA-Seq,GEO,public,SRX4458774,GSM3306986,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3596313,Glycine max,SRP155262,2021-07-26,PRJNA482870,449.0,,100.0,1272.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.866845798367137
SAMN11158940,SRR8742306,RNA-Seq,GEO,public,SRX5534433,GSM3674598,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS4500368,Glycine max,SRP188687,2019-09-19,PRJNA527732,994.0,,76.0,2410.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.86682347568476
SAMN32153939,SRR22823245,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18782749,JL329,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16216712,Glycine max,SRP412906,2023-10-10,PRJNA910939,2854.0,,300.0,7653.0,,seed530,[Plant],,China,Asia,[China:Heilongjiang],,,,"[sra, run.zq, fastq]","[gs, ncbi, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.866796200283524
SAMN37328774,SRR25970481,RNA-Seq,USDA-ARS,public,SRX21688945,Roots_Ba1/B2_Mock,Illumina NovaSeq 6000,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS18839132,Glycine max,SRP459314,2024-01-03,PRJNA1014479,590.0,,136.0,3105.0,,VSMR1,[Plant],[2019-05-03],USA,North America,"[USA: Ames, Iowa]",,,,"[sra, run.zq, bam]","[ncbi, gs, s3]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.86675935493125
SAMN30192815,SRR20999587,RNA-Seq,GUIZHOU UNIVERSITY,public,SRX17016366,low phosphorus treat QD11 T1,Illumina HiSeq 4000,PAIRED,other,TRANSCRIPTOMIC,ILLUMINA,SRS14601369,Glycine max,SRP390829,2022-10-27,PRJNA867332,2605.0,,302.0,8535.0,,L1EFL070544,[Plant],,China,Asia,[China: guiyang 13],,,,"[run.zq, fastq, sra]","[gs, s3, ncbi]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.866611566879229
SAMN15794001,SRR12431874,RNA-Seq,FUDAN UNIVERSITY,public,SRX8927655,WT-ZT12-leaf-R2,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS7183836,Glycine max,SRP277105,2021-08-11,PRJNA656592,2096.0,,302.0,7425.0,,WT-ZT12-leaf-R2,[Plant],,China,Asia,[China:Shanghai],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.866575643947236
SAMN41725149,SRR29314542,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX24831283,HPLO_GLOB_3,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS21543871,Glycine max,SRP512345,2024-06-07,PRJNA1121049,2975.0,,298.0,10003.0,,HPLO_GLOB_3,[Plant],[2018-07-15],China,Asia,[China:Harbin],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.866516206174151
SAMN02047238,SRR830195,RNA-Seq,GEO,public,SRX268037,GSM1125114,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS413861,Glycine max,SRP021139,2013-12-13,PRJNA197379,13898.0,,187.0,18807.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.866474630266436
SAMN33988732,SRR24019261,RNA-Seq,UEL,public,SRX19821988,53,NextSeq 500,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS17182261,Glycine max,SRP430166,2023-07-20,PRJNA950405,233.0,,136.0,730.0,,BRS413T03,[Plant],,Brazil,South America,[Brazil],,,,"[fastq, run.zq, sra]","[ncbi, s3, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.866292739772481
SAMN07202345,SRR5655645,RNA-Seq,GEO,public,SRX2892234,GSM2651588,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259994,Glycine max,SRP108748,2017-06-09,PRJNA389558,1891.0,,126.0,5534.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.866173182646802
SAMN08287159,SRR6476544,RNA-Seq,KUNMING INSTITUTE OF ZOOLOGY,public,SRX3566457,TZX-433,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS2838513,Glycine max,SRP129861,2019-01-01,PRJNA428294,4200.0,,200.0,6813.0,,TZX-433,[Model organism or animal],,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.866120736652628
SAMN22841326,SRR16760907,RNA-Seq,USDA,public,SRX12961299,G4_30min_Rep3_Leaf_Def,Illumina HiSeq 3000,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10903044,Glycine max,SRP344348,2022-06-01,PRJNA776648,1140.0,,100.0,3503.0,,G4_T1_R3_LD,[Plant],[2019-12-04],USA,North America,[USA],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.866098137675164
SAMN30685035,SRR21433172,RNA-Seq,NINGBO UNIVERSITY,public,SRX17437314,JK_T2_rep2,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS14991399,Glycine max,SRP395813,2022-09-06,PRJNA877111,1937.0,,299.0,5976.0,,JK_T2_rep2,[Plant],,China,Asia,[China: Beijing],,,,"[fastq, run.zq, sra]","[gs, s3, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.865971031607233
SAMN29911694,SRR20504787,RNA-Seq,YANTAI UNIVERSITY,public,SRX16528594,QR12_2_1.fq.gz,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS14163661,Glycine max,SRP387734,2022-07-23,PRJNA861378,1890.0,,300.0,6523.0,,2,[Plant],,China,Asia,[China:Hebei],,,,"[sra, run.zq, fastq]","[gs, ncbi, s3]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.865925713407549
SAMN29914738,SRR20480220,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX16504091,NN-T-6h-1,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS14139165,Glycine max,SRP387693,2022-07-23,PRJNA861407,2599.0,,300.0,8476.0,,NN-T-6h-1,[Plant],,China,Asia,[China: Nanjing],,,,"[run.zq, sra, fastq]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.865908046095776
SAMN15648396,SRR12328259,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828326,a19-3,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092607,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P389,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.865899809926692
SAMN19243745,SRR14615504,RNA-Seq,IOWA STATE UNIVERSITY,public,SRX10957332,56-S110,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS9035602,Glycine max,SRP320877,2021-06-30,PRJNA730888,1247.0,,298.0,2905.0,,56-S110,[Plant],,USA,North America,[USA: Delaware-8],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.865898472553174
SAMN19288378,SRR14607789,RNA-Seq,UNIVERSIDADE FEDERAL DE LAVRAS,public,SRX10950857,AT13,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS9029664,Glycine max,SRP320722,2021-06-02,PRJNA731525,106.0,,100.0,350.0,,13,[Plant],,uncalculated,uncalculated,[not applicable],,,,"[fastq, run.zq, sra]","[ncbi, s3, gs]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.865808221960011
SAMN41430320,SRR29063289,RNA-Seq,JILIN ACADEMY OF AGRICULTURAL SCIENCES,public,SRX24587832,R80.72h.1,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS21357189,Glycine max,SRP508280,2024-05-21,PRJNA1112530,1500.0,,298.0,6121.0,,R80.72h.1,[Plant],[2022-10-10],China,Asia,[China:Changchun],,,,"[fastq, run.zq, sra]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.86579551628238
SAMN07130396,SRR5569808,RNA-Seq,GEO,public,SRX2829007,GSM2628301,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2204574,Glycine max,SRP107212,2018-05-31,PRJNA386934,1104.0,,125.0,3247.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.865619500532187
SAMN02776956,SRR1284547,RNA-Seq,GEO,public,SRX541128,GSM1385476,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS606007,Glycine max,SRP041932,2015-07-22,PRJNA246783,862.0,,50.0,895.0,,,,,,,,,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.865144254083096
SAMN37888458,SRR26487791,RNA-Seq,SHENYANG AGRICULTURAL UNIVERSITY,public,SRX22191717,A6_3h_LPS1,Illumina NovaSeq 6000,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS19248404,Glycine max,SRP468046,2023-10-24,PRJNA1030137,2204.0,,300.0,7028.0,,A6_3h_LPS1,[Plant],[2022-06-06],uncalculated,uncalculated,[missing],,,,"[fastq, run.zq, sra]","[ncbi, s3, gs]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.865096356536675
SAMN27775874,SRR18934806,RNA-Seq,INSTITUTE OF CROP SCIENCES CHINESE ACADEMY OF AGRICULTURAL SCIENCES,public,SRX15012404,V1WTS2,Illumina HiSeq 4000,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS12761036,Glycine max,SRP372425,2022-05-04,PRJNA832118,777.0,,295.0,8230.0,,V1WTS2,[Plant],,China,Asia,[China],,,,"[run.zq, sra, bam]","[gs, s3, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.865061952732515
SAMN15648277,SRR12328523,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828635,a6-5,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092916,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P258,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.865053669098241
SAMN22371189,SRR16468441,RNA-Seq,"HORTICULTURE AND CROP SCIENCE, OHIO STATE UNIVERSITY",public,SRX12671766,GSM5629893,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS10623343,Glycine max,SRP341921,2022-04-01,PRJNA772253,2285.0,,286.0,7032.0,,GSM5629893,,,,,,,,,"[sra, fastq, run.zq]","[gs, s3, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.864990455879678
SAMN15648347,SRR12328485,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828673,a19-6,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092953,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P337,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.864950959069386
SAMN32153455,SRR22823403,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18782878,CX113,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16216841,Glycine max,SRP412906,2023-10-10,PRJNA910939,2312.0,,300.0,5846.0,,seed46,[Plant],,China,Asia,[China:Heilongjiang],,,,"[sra, run.zq, fastq]","[s3, ncbi, gs]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.864828330083114
SAMN09078256,SRR7124299,RNA-Seq,GEO,public,SRX4045367,GSM3132289,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3262781,Glycine max,SRP144662,2018-05-08,PRJNA464061,4451.0,,252.0,13479.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.864812180424937
SAMN23894489,SRR17200398,RNA-Seq,ZHEJIANG A&F UNIVERSITY,public,SRX13380329,Gm-L24h_rep1,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS11284472,Glycine max,SRP339213,2022-11-04,PRJNA767196,2944.0,,278.0,9459.0,,Gm-L24h_rep3,[Plant],,China,Asia,[China:Hangzhou],,,,"[run.zq, sra, fastq]","[ncbi, s3, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.86468768328185
SAMN15455605,SRR12190326,RNA-Seq,SOUTHERN UNIVERSITY OF SCIENCE AND TECHNOLOGY,public,SRX8704189,mRNA_TL_coat_rep2,HiSeq X Ten,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS6981768,Glycine max,SRP271191,2020-10-27,PRJNA644259,6655.0,,200.0,10558.0,,mRNA_TL_coat_rep2,[Plant],,China,Asia,[China: Beijing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.86447588632382
SAMN22841325,SRR18100533,RNA-Seq,USDA,public,SRX14251510,G4_30min_Rep2_Root_Suf,Illumina HiSeq 3000,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10903042,Glycine max,SRP344348,2022-06-01,PRJNA776648,193.0,,84.0,1891.0,,G4_T1_R2_RS,[Plant],[2019-12-04],USA,North America,[USA],,,,"[bam, run.zq, sra]","[gs, ncbi, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.864456238845918
SAMN30427432,SRR21163411,RNA-Seq,JILIN AGRICULTURAL UNIVERSITY,public,SRX17174524,T06,Illumina NovaSeq 6000,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS14744662,Glycine max,SRP393417,2022-09-06,PRJNA871448,3080.0,,299.0,7992.0,,Soybean leaves T06,[Plant],,China,Asia,[China],,,,"[sra, fastq, run.zq]","[gs, s3, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.864251084393071
SAMN15648588,SRR12328205,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828380,T212479-81,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092661,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P588,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.864218650646666
SAMN19882150,SRR14920670,RNA-Seq,HUNAN UNIVERSITY OF SCIENCE AND ENGINEERIRENG,public,SRX11233973,2CK_Tianlong1_2,Illumina HiSeq 1500,SINGLE,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS9279798,Glycine max,SRP325724,2021-06-26,PRJNA741583,1060.0,,141.0,3463.0,,T02,[Plant],,China,Asia,[China],,,,"[sra, fastq, run.zq]","[s3, ncbi, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.864163326393371
SAMN27921930,SRR18957904,RNA-Seq,OREGON STATE UNIVERSITY,public,SRX15035059,GSM6070420,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS12782458,Glycine max,SRP372583,2022-07-07,PRJNA832802,3482.0,,302.0,9118.0,,GSM6070420,,,,,,,,,"[fastq, run.zq, sra]","[s3, ncbi, gs]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.864163197793741
SAMN09716523,SRR7593698,RNA-Seq,GEO,public,SRX4458694,GSM3306906,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3596231,Glycine max,SRP155262,2021-07-26,PRJNA482870,392.0,,100.0,1218.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.864077181044337
SAMN36760719,SRR25459701,RNA-Seq,SOYBEAN,public,SRX21192477,R89-8-2,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS18451504,Glycine max,SRP452188,2023-08-03,PRJNA999924,1856.0,,299.0,6102.0,,R89-8-2,[Plant],,China,Asia,[China:Changchun],,,,"[sra, fastq, run.zq]","[gs, s3, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.864038693696956
SAMN31987445,SRR22514115,RNA-Seq,GUANGZHOU UNIVERSITY,public,SRX18478560,W82_rep2_5HN,Illumina HiSeq X,PAIRED,PolyA,GENOMIC,ILLUMINA,SRS15952137,Glycine max,SRP411138,2023-07-02,PRJNA907509,2367.0,,300.0,7513.0,,W82 5HN RNAseq rep2,[Plant],,China,Asia,[China: Guangzhou],,,,"[sra, fastq, run.zq]","[s3, gs, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.864000196880989
SAMN37625509,SRR26247366,RNA-Seq,SICHUAN AGRICULTURAL UNIVERSITY,public,SRX21957604,SE,Illumina NovaSeq 6000,SINGLE,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS19034983,Glycine max,SRP464050,2023-10-01,PRJNA1022838,2187.0,,300.0,7101.0,,SE_2,[Plant],[2020-07-07],China,Asia,[China:Chengdu],,,,"[sra, fastq, run.zq]","[ncbi, s3, gs]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.863971886366589
SAMN33295244,SRR23477477,RNA-Seq,NATIONAL AGRICULTURE AND FOOD RESEARCH ORGANIZATION,public,SRX19380521,Enrei_seed_embryo_R5.1_1,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS16776532,Glycine max,SRP422755,2023-02-23,PRJNA934964,7123.0,,199.0,12731.0,,Enrei_seed_embryo_R5.1_1,[Plant],,Japan,Asia,[Japan: Tsukuba],,,,"[sra, fastq, run.zq]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.863831494338363
SAMN19288394,SRR14607772,RNA-Seq,UNIVERSIDADE FEDERAL DE LAVRAS,public,SRX10950874,BR11,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS9029680,Glycine max,SRP320722,2021-06-02,PRJNA731525,209.0,,101.0,700.0,,29,[Plant],,uncalculated,uncalculated,[not applicable],,,,"[sra, fastq, run.zq]","[gs, s3, ncbi]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.863670808402127
SAMN25638649,SRR17876323,RNA-Seq,"NORTHEAST INSTITUTE OF GEOGRAPHY AND AGROECOLOGY, CHINESE ACADEMY OF SCIENCES",public,SRX14035706,GmCKN03,PromethION,SINGLE,cDNA,TRANSCRIPTOMIC,OXFORD_NANOPORE,SRS11870821,Glycine max,SRP358129,2022-03-21,PRJNA803218,4915.0,,1049.0,5731.0,,CKN03,[Plant],,China,Asia,[China: Heilongjiang],,,,"[fastq, run.zq, sra]","[gs, s3, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.863601316293163
SAMN21359769,SRR15899305,RNA-Seq,USDA,public,SRX12189745,G18_PI547430_Leaf_Suf_Rep3,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167594,Glycine max,SRP336396,2021-11-03,PRJNA706999,500.0,,128.0,3716.0,,GOLS18-3,[Plant],,USA,North America,[USA],,,,"[sra, run.zq]","[s3, gs, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.863597700585247
SAMN21359855,SRR16641037,RNA-Seq,USDA,public,SRX12841765,G14_PI80459_Root_Def_Rep2,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167688,Glycine max,SRP336396,2021-11-03,PRJNA706999,1210.0,,140.0,3091.0,,GORD14-2,[Plant],,Japan,Asia,[Japan],,,,"[run.zq, fastq, sra]","[s3, gs, ncbi]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.863568500608035
SAMN14474688,SRR11449195,RNA-Seq,EMBRAPA SOJA,public,SRX8026967,GRJ-9_R1.fastq.gz,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS6399470,Glycine max,SRP254564,2020-04-01,PRJNA615913,310.0,,101.0,455.0,,9,[Plant],,Brazil,South America,"[Brazil: Londrina, Parana]",,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.863551723354426
SAMN15648533,SRR12328107,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828478,T241013-15,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092759,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P533,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.863545653621362
SAMN23131638,SRR18115633,RNA-Seq,USDA,public,SRX14266033,AGgroup_GLU1_Leaf_Rep1_Bucket1,Illumina NovaSeq 6000,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS11064697,Glycine max,SRP345958,2022-12-01,PRJNA777456,10.0,,84.0,129.0,,GLU1_L_R1_B1_AG_P1_ln1,[Plant],[2021-01-30],USA,North America,[USA],,,,"[bam, sra, run.zq]","[s3, ncbi, gs]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.863501431328264
SAMN32153476,SRR22823380,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18782901,CX137,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16216865,Glycine max,SRP412906,2023-10-10,PRJNA910939,2687.0,,300.0,6982.0,,seed67,[Plant],,China,Asia,[China:Heilongjiang],,,,"[run.zq, sra, fastq]","[ncbi, s3, gs]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.863364886549544
SAMN06285397,SRR5220371,RNA-Seq,GEO,public,SRX2530238,GSM2472706,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS1951133,Glycine max,SRP098658,2019-10-01,PRJNA369414,1288.0,,50.0,1911.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.863284321956738
SAMN20971792,SRR15610894,RNA-Seq,GEO,public,SRX11908207,GSM5536783,AB SOLiD System 3.0,PAIRED,cDNA,TRANSCRIPTOMIC,ABI_SOLID,SRS9919098,Glycine max,SRP334103,2021-12-07,PRJNA757744,654.0,,54.0,608.0,,,,,,,,,,,"[fastq, sra]","[gs, ncbi, s3]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.863108838144232
SAMN01886344,SRR648507,RNA-Seq,GEO,public,SRX216873,GSM1062915,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS385732,Glycine max,SRP017937,2014-01-08,PRJNA186522,2686.0,,51.0,3882.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.862850130170347
SAMN31541869,SRR22116636,RNA-Seq,"COLLEGE OF ECOLOGY,LANZHOU UNIVERSITY",public,SRX18096339,Gm_C_2,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS15599329,Glycine max,SRP405551,2022-11-01,PRJNA896318,2203.0,,300.0,7204.0,,Gm_C_2,[Plant],,uncalculated,uncalculated,[not collected],,,,"[fastq, sra, run.zq]","[gs, ncbi, s3]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.862673103217721
SAMN19245851,SRR14614674,RNA-Seq,IOWA STATE UNIVERSITY,public,SRX10956960,46-S46,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS9035230,Glycine max,SRP320860,2021-06-30,PRJNA730918,1969.0,,300.0,5252.0,,46-S46,[Plant],,USA,North America,[USA: Iowa-46],,,,"[fastq, run.zq, sra]","[s3, ncbi, gs]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.862481724731328
