biosample,control,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fungal,sporus
SAMN10588600,{},"{'attributes': '[{k=assemblyname, v=assembly}, {k=bases, v=1513163940}, {k=bytes, v=822494020}, {k=run_file_create_date, v=2018-12-14T14:48:00.000Z}, {k=biomaterial_provider_sam, v=USDA-NPGS}, {k=cultivar_sam, v=PI 636696 / S99-11986 replicate 3}, {k=dev_stage_sam, v=6hr imbibed seed}, {k=genotype_sam_ss_dpl92, v=PI 636696 / S99-11986}, {k=tissue_sam_ss_dpl145, v=S99-11986_CoMO 2012_Imbibed_rep_3}, {k=treatment_sam_ss_dpl55, v=produced in non-heat stressed field in Columbia, MO}, {k=primary_search, v=10588600}, {k=primary_search, v=42_S99-11986_CoMO 2012_Imbibed_rep_3}, {k=primary_search, v=42accepted_hits.bam}, {k=primary_search, v=509794}, {k=primary_search, v=PRJNA509794}, {k=primary_search, v=SAMN10588600}, {k=primary_search, v=SRP173154}, {k=primary_search, v=SRR8305957}, {k=primary_search, v=SRS4134029}, {k=primary_search, v=SRX5120436}, {k=primary_search, v=bp0}]', 'jattr': ""{'assemblyname': 'assembly', 'bases': '1513163940', 'bytes': '822494020', 'run_file_create_date': '2018-12-14T14:48:00.000Z', 'biomaterial_provider_sam': 'USDA-NPGS', 'cultivar_sam': 'PI 636696 / S99-11986 replicate 3', 'dev_stage_sam': '6hr imbibed seed', 'genotype_sam_ss_dpl92': 'PI 636696 / S99-11986', 'tissue_sam_ss_dpl145': 'S99-11986_CoMO 2012_Imbibed_rep_3', 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'primary_search': ['10588600', '42_S99-11986_CoMO 2012_Imbibed_rep_3', '42accepted_hits.bam', '509794', 'PRJNA509794', 'SAMN10588600', 'SRP173154', 'SRR8305957', 'SRS4134029', 'SRX5120436', 'bp0']}"", 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'Attributes': ""{'cultivar': 'PI 636696 / S99-11986 replicate 3', 'tissue': 'S99-11986_CoMO 2012_Imbibed_rep_3', 'genotype': 'PI 636696 / S99-11986', 'treatment': 'produced in non-heat stressed field in Columbia, MO'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN10588601,{},"{'attributes': '[{k=assemblyname, v=assembly}, {k=bases, v=4530207764}, {k=bytes, v=2110993499}, {k=run_file_create_date, v=2018-12-14T15:01:00.000Z}, {k=biomaterial_provider_sam, v=USDA-NPGS}, {k=cultivar_sam, v=PI 587982 A / Huang mao bai shui dou replicate 1}, {k=dev_stage_sam, v=germinated seed}, {k=genotype_sam_ss_dpl92, v=PI 587982 A / Huang mao bai shui dou}, {k=tissue_sam_ss_dpl145, v=PI 587982 A_CoMO 2012_germinated_rep_1}, {k=treatment_sam_ss_dpl55, v=produced in non-heat stressed field in Columbia, MO}, {k=primary_search, v=10588601}, {k=primary_search, v=10_PI 587982 A_CoMO 2012_germinated_rep_1}, {k=primary_search, v=10accepted_hits.bam}, {k=primary_search, v=509794}, {k=primary_search, v=PRJNA509794}, {k=primary_search, v=SAMN10588601}, {k=primary_search, v=SRP173154}, {k=primary_search, v=SRR8305954}, {k=primary_search, v=SRS4134032}, {k=primary_search, v=SRX5120439}, {k=primary_search, v=bp0}]', 'jattr': ""{'assemblyname': 'assembly', 'bases': '4530207764', 'bytes': '2110993499', 'run_file_create_date': '2018-12-14T15:01:00.000Z', 'biomaterial_provider_sam': 'USDA-NPGS', 'cultivar_sam': 'PI 587982 A / Huang mao bai shui dou replicate 1', 'dev_stage_sam': 'germinated seed', 'genotype_sam_ss_dpl92': 'PI 587982 A / Huang mao bai shui dou', 'tissue_sam_ss_dpl145': 'PI 587982 A_CoMO 2012_germinated_rep_1', 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'primary_search': ['10588601', '10_PI 587982 A_CoMO 2012_germinated_rep_1', '10accepted_hits.bam', '509794', 'PRJNA509794', 'SAMN10588601', 'SRP173154', 'SRR8305954', 'SRS4134032', 'SRX5120439', 'bp0']}"", 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'Attributes': ""{'cultivar': 'PI 587982 A / Huang mao bai shui dou replicate 1', 'tissue': 'PI 587982 A_CoMO 2012_germinated_rep_1', 'genotype': 'PI 587982 A / Huang mao bai shui dou', 'treatment': 'produced in non-heat stressed field in Columbia, MO'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN10588602,{},"{'attributes': '[{k=assemblyname, v=assembly}, {k=bases, v=1576223374}, {k=bytes, v=850775395}, {k=run_file_create_date, v=2018-12-14T14:48:00.000Z}, {k=biomaterial_provider_sam, v=USDA-NPGS}, {k=cultivar_sam, v=PI 587982 A / Huang mao bai shui dou replicate 2}, {k=dev_stage_sam, v=germinated seed}, {k=genotype_sam_ss_dpl92, v=PI 587982 A / Huang mao bai shui dou}, {k=tissue_sam_ss_dpl145, v=PI 587982 A_CoMO 2012_germinated_rep_2}, {k=treatment_sam_ss_dpl55, v=produced in non-heat stressed field in Columbia, MO}, {k=primary_search, v=10588602}, {k=primary_search, v=11_PI 587982 A_CoMO 2012_germinated_rep_2}, {k=primary_search, v=11accepted_hits.bam}, {k=primary_search, v=509794}, {k=primary_search, v=PRJNA509794}, {k=primary_search, v=SAMN10588602}, {k=primary_search, v=SRP173154}, {k=primary_search, v=SRR8305955}, {k=primary_search, v=SRS4134031}, {k=primary_search, v=SRX5120438}, {k=primary_search, v=bp0}]', 'jattr': ""{'assemblyname': 'assembly', 'bases': '1576223374', 'bytes': '850775395', 'run_file_create_date': '2018-12-14T14:48:00.000Z', 'biomaterial_provider_sam': 'USDA-NPGS', 'cultivar_sam': 'PI 587982 A / Huang mao bai shui dou replicate 2', 'dev_stage_sam': 'germinated seed', 'genotype_sam_ss_dpl92': 'PI 587982 A / Huang mao bai shui dou', 'tissue_sam_ss_dpl145': 'PI 587982 A_CoMO 2012_germinated_rep_2', 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'primary_search': ['10588602', '11_PI 587982 A_CoMO 2012_germinated_rep_2', '11accepted_hits.bam', '509794', 'PRJNA509794', 'SAMN10588602', 'SRP173154', 'SRR8305955', 'SRS4134031', 'SRX5120438', 'bp0']}"", 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'Attributes': ""{'cultivar': 'PI 587982 A / Huang mao bai shui dou replicate 2', 'tissue': 'PI 587982 A_CoMO 2012_germinated_rep_2', 'genotype': 'PI 587982 A / Huang mao bai shui dou', 'treatment': 'produced in non-heat stressed field in Columbia, MO'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN10588603,{},"{'attributes': '[{k=assemblyname, v=assembly}, {k=bases, v=2233822792}, {k=bytes, v=1097157904}, {k=run_file_create_date, v=2018-12-14T14:50:00.000Z}, {k=biomaterial_provider_sam, v=USDA-NPGS}, {k=cultivar_sam, v=PI 587982 A / Huang mao bai shui dou replicate 3}, {k=dev_stage_sam, v=germinated seed}, {k=genotype_sam_ss_dpl92, v=PI 587982 A / Huang mao bai shui dou}, {k=tissue_sam_ss_dpl145, v=PI 587982 A_CoMO 2012_germinated_rep_3}, {k=treatment_sam_ss_dpl55, v=produced in non-heat stressed field in Columbia, MO}, {k=primary_search, v=10588603}, {k=primary_search, v=12_PI 587982 A_CoMO 2012_germinated_rep_3}, {k=primary_search, v=12accepted_hits.bam}, {k=primary_search, v=509794}, {k=primary_search, v=PRJNA509794}, {k=primary_search, v=SAMN10588603}, {k=primary_search, v=SRP173154}, {k=primary_search, v=SRR8305960}, {k=primary_search, v=SRS4134026}, {k=primary_search, v=SRX5120433}, {k=primary_search, v=bp0}]', 'jattr': ""{'assemblyname': 'assembly', 'bases': '2233822792', 'bytes': '1097157904', 'run_file_create_date': '2018-12-14T14:50:00.000Z', 'biomaterial_provider_sam': 'USDA-NPGS', 'cultivar_sam': 'PI 587982 A / Huang mao bai shui dou replicate 3', 'dev_stage_sam': 'germinated seed', 'genotype_sam_ss_dpl92': 'PI 587982 A / Huang mao bai shui dou', 'tissue_sam_ss_dpl145': 'PI 587982 A_CoMO 2012_germinated_rep_3', 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'primary_search': ['10588603', '12_PI 587982 A_CoMO 2012_germinated_rep_3', '12accepted_hits.bam', '509794', 'PRJNA509794', 'SAMN10588603', 'SRP173154', 'SRR8305960', 'SRS4134026', 'SRX5120433', 'bp0']}"", 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'Attributes': ""{'cultivar': 'PI 587982 A / Huang mao bai shui dou replicate 3', 'tissue': 'PI 587982 A_CoMO 2012_germinated_rep_3', 'genotype': 'PI 587982 A / Huang mao bai shui dou', 'treatment': 'produced in non-heat stressed field in Columbia, MO'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN10588604,{},"{'attributes': '[{k=assemblyname, v=assembly}, {k=bases, v=1878969176}, {k=bytes, v=1058727366}, {k=run_file_create_date, v=2018-12-14T14:50:00.000Z}, {k=biomaterial_provider_sam, v=USDA-NPGS}, {k=cultivar_sam, v=PI 636696 / S99-11986 replicate 1}, {k=dev_stage_sam, v=germinated seed}, {k=genotype_sam_ss_dpl92, v=PI 636696 / S99-11986}, {k=tissue_sam_ss_dpl145, v=S99-11986_CoMO 2012_germinated_rep_1}, {k=treatment_sam_ss_dpl55, v=produced in non-heat stressed field in Columbia, MO}, {k=primary_search, v=10588604}, {k=primary_search, v=4_S99-11986_CoMO 2012_germinated_rep_1}, {k=primary_search, v=4accepted_hits.bam}, {k=primary_search, v=509794}, {k=primary_search, v=PRJNA509794}, {k=primary_search, v=SAMN10588604}, {k=primary_search, v=SRP173154}, {k=primary_search, v=SRR8305928}, {k=primary_search, v=SRS4134058}, {k=primary_search, v=SRX5120465}, {k=primary_search, v=bp0}]', 'jattr': ""{'assemblyname': 'assembly', 'bases': '1878969176', 'bytes': '1058727366', 'run_file_create_date': '2018-12-14T14:50:00.000Z', 'biomaterial_provider_sam': 'USDA-NPGS', 'cultivar_sam': 'PI 636696 / S99-11986 replicate 1', 'dev_stage_sam': 'germinated seed', 'genotype_sam_ss_dpl92': 'PI 636696 / S99-11986', 'tissue_sam_ss_dpl145': 'S99-11986_CoMO 2012_germinated_rep_1', 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'primary_search': ['10588604', '4_S99-11986_CoMO 2012_germinated_rep_1', '4accepted_hits.bam', '509794', 'PRJNA509794', 'SAMN10588604', 'SRP173154', 'SRR8305928', 'SRS4134058', 'SRX5120465', 'bp0']}"", 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'Attributes': ""{'cultivar': 'PI 636696 / S99-11986 replicate 1', 'tissue': 'S99-11986_CoMO 2012_germinated_rep_1', 'genotype': 'PI 636696 / S99-11986', 'treatment': 'produced in non-heat stressed field in Columbia, MO'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN10588605,{},"{'attributes': '[{k=assemblyname, v=assembly}, {k=bases, v=1929446344}, {k=bytes, v=1084694170}, {k=run_file_create_date, v=2018-12-14T14:52:00.000Z}, {k=biomaterial_provider_sam, v=USDA-NPGS}, {k=cultivar_sam, v=PI 636696 / S99-11986 replicate 2}, {k=dev_stage_sam, v=germinated seed}, {k=genotype_sam_ss_dpl92, v=PI 636696 / S99-11986}, {k=tissue_sam_ss_dpl145, v=S99-11986_CoMO 2012_germinated_rep_2}, {k=treatment_sam_ss_dpl55, v=produced in non-heat stressed field in Columbia, MO}, {k=primary_search, v=10588605}, {k=primary_search, v=509794}, {k=primary_search, v=5_S99-11986_CoMO 2012_germinated_rep_2}, {k=primary_search, v=5accepted_hits.bam}, {k=primary_search, v=PRJNA509794}, {k=primary_search, v=SAMN10588605}, {k=primary_search, v=SRP173154}, {k=primary_search, v=SRR8305958}, {k=primary_search, v=SRS4134028}, {k=primary_search, v=SRX5120435}, {k=primary_search, v=bp0}]', 'jattr': ""{'assemblyname': 'assembly', 'bases': '1929446344', 'bytes': '1084694170', 'run_file_create_date': '2018-12-14T14:52:00.000Z', 'biomaterial_provider_sam': 'USDA-NPGS', 'cultivar_sam': 'PI 636696 / S99-11986 replicate 2', 'dev_stage_sam': 'germinated seed', 'genotype_sam_ss_dpl92': 'PI 636696 / S99-11986', 'tissue_sam_ss_dpl145': 'S99-11986_CoMO 2012_germinated_rep_2', 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'primary_search': ['10588605', '509794', '5_S99-11986_CoMO 2012_germinated_rep_2', '5accepted_hits.bam', 'PRJNA509794', 'SAMN10588605', 'SRP173154', 'SRR8305958', 'SRS4134028', 'SRX5120435', 'bp0']}"", 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'Attributes': ""{'cultivar': 'PI 636696 / S99-11986 replicate 2', 'tissue': 'S99-11986_CoMO 2012_germinated_rep_2', 'genotype': 'PI 636696 / S99-11986', 'treatment': 'produced in non-heat stressed field in Columbia, MO'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN10588606,{},"{'attributes': '[{k=assemblyname, v=assembly}, {k=bases, v=2000409061}, {k=bytes, v=1076392068}, {k=run_file_create_date, v=2018-12-14T14:49:00.000Z}, {k=biomaterial_provider_sam, v=USDA-NPGS}, {k=cultivar_sam, v=PI 636696 / S99-11986 replicate 3}, {k=dev_stage_sam, v=germinated seed}, {k=genotype_sam_ss_dpl92, v=PI 636696 / S99-11986}, {k=tissue_sam_ss_dpl145, v=S99-11986_CoMO 2012_germinated_rep_3}, {k=treatment_sam_ss_dpl55, v=produced in non-heat stressed field in Columbia, MO}, {k=primary_search, v=10588606}, {k=primary_search, v=509794}, {k=primary_search, v=6_S99-11986_CoMO 2012_germinated_rep_3}, {k=primary_search, v=6accepted_hits.bam}, {k=primary_search, v=PRJNA509794}, {k=primary_search, v=SAMN10588606}, {k=primary_search, v=SRP173154}, {k=primary_search, v=SRR8305959}, {k=primary_search, v=SRS4134027}, {k=primary_search, v=SRX5120434}, {k=primary_search, v=bp0}]', 'jattr': ""{'assemblyname': 'assembly', 'bases': '2000409061', 'bytes': '1076392068', 'run_file_create_date': '2018-12-14T14:49:00.000Z', 'biomaterial_provider_sam': 'USDA-NPGS', 'cultivar_sam': 'PI 636696 / S99-11986 replicate 3', 'dev_stage_sam': 'germinated seed', 'genotype_sam_ss_dpl92': 'PI 636696 / S99-11986', 'tissue_sam_ss_dpl145': 'S99-11986_CoMO 2012_germinated_rep_3', 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'primary_search': ['10588606', '509794', '6_S99-11986_CoMO 2012_germinated_rep_3', '6accepted_hits.bam', 'PRJNA509794', 'SAMN10588606', 'SRP173154', 'SRR8305959', 'SRS4134027', 'SRX5120434', 'bp0']}"", 'treatment_sam_ss_dpl55': 'produced in non-heat stressed field in Columbia, MO', 'Attributes': ""{'cultivar': 'PI 636696 / S99-11986 replicate 3', 'tissue': 'S99-11986_CoMO 2012_germinated_rep_3', 'genotype': 'PI 636696 / S99-11986', 'treatment': 'produced in non-heat stressed field in Columbia, MO'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN10588607,{},"{'attributes': '[{k=assemblyname, v=assembly}, {k=bases, v=1870518799}, {k=bytes, v=956660340}, {k=run_file_create_date, v=2018-12-14T14:49:00.000Z}, {k=biomaterial_provider_sam, v=USDA-NPGS}, {k=cultivar_sam, v=PI 587982 A / Huang mao bai shui dou replicate 1}, {k=dev_stage_sam, v=mature seed}, {k=genotype_sam_ss_dpl92, v=PI 587982 A / Huang mao bai shui dou}, {k=tissue_sam_ss_dpl145, v=PI 587982 A_ESPS 2011_mature_rep_1}, {k=treatment_sam_ss_dpl55, v=produced under Early Soybean Production System heat stress in Stoneville, MO 201}, {k=primary_search, v=10588607}, {k=primary_search, v=19re_PI 587982 A_ESPS 2011_mature_rep_1}, {k=primary_search, v=19reaccepted_hits.bam}, {k=primary_search, v=509794}, {k=primary_search, v=PRJNA509794}, {k=primary_search, v=SAMN10588607}, {k=primary_search, v=SRP173154}, {k=primary_search, v=SRR8305952}, {k=primary_search, v=SRS4134034}, {k=primary_search, v=SRX5120441}, {k=primary_search, v=bp0}]', 'jattr': ""{'assemblyname': 'assembly', 'bases': '1870518799', 'bytes': '956660340', 'run_file_create_date': '2018-12-14T14:49:00.000Z', 'biomaterial_provider_sam': 'USDA-NPGS', 'cultivar_sam': 'PI 587982 A / Huang mao bai shui dou replicate 1', 'dev_stage_sam': 'mature seed', 'genotype_sam_ss_dpl92': 'PI 587982 A / Huang mao bai shui dou', 'tissue_sam_ss_dpl145': 'PI 587982 A_ESPS 2011_mature_rep_1', 'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'primary_search': ['10588607', '19re_PI 587982 A_ESPS 2011_mature_rep_1', '19reaccepted_hits.bam', '509794', 'PRJNA509794', 'SAMN10588607', 'SRP173154', 'SRR8305952', 'SRS4134034', 'SRX5120441', 'bp0']}"", 'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'Attributes': ""{'cultivar': 'PI 587982 A / Huang mao bai shui dou replicate 1', 'tissue': 'PI 587982 A_ESPS 2011_mature_rep_1', 'genotype': 'PI 587982 A / Huang mao bai shui dou', 'treatment': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN10588608,{},"{'attributes': '[{k=assemblyname, v=assembly}, {k=bases, v=2400939215}, {k=bytes, v=1110128719}, {k=run_file_create_date, v=2018-12-14T14:50:00.000Z}, {k=biomaterial_provider_sam, v=USDA-NPGS}, {k=cultivar_sam, v=PI 587982 A / Huang mao bai shui dou replicate 2}, {k=dev_stage_sam, v=mature seed}, {k=genotype_sam_ss_dpl92, v=PI 587982 A / Huang mao bai shui dou}, {k=tissue_sam_ss_dpl145, v=PI 587982 A_ESPS 2011_mature_rep_2}, {k=treatment_sam_ss_dpl55, v=produced under Early Soybean Production System heat stress in Stoneville, MO 201}, {k=primary_search, v=10588608}, {k=primary_search, v=20_PI 587982 A_ESPS 2011_mature_rep_2}, {k=primary_search, v=20accepted_hits.bam}, {k=primary_search, v=509794}, {k=primary_search, v=PRJNA509794}, {k=primary_search, v=SAMN10588608}, {k=primary_search, v=SRP173154}, {k=primary_search, v=SRR8305953}, {k=primary_search, v=SRS4134033}, {k=primary_search, v=SRX5120440}, {k=primary_search, v=bp0}]', 'jattr': ""{'assemblyname': 'assembly', 'bases': '2400939215', 'bytes': '1110128719', 'run_file_create_date': '2018-12-14T14:50:00.000Z', 'biomaterial_provider_sam': 'USDA-NPGS', 'cultivar_sam': 'PI 587982 A / Huang mao bai shui dou replicate 2', 'dev_stage_sam': 'mature seed', 'genotype_sam_ss_dpl92': 'PI 587982 A / Huang mao bai shui dou', 'tissue_sam_ss_dpl145': 'PI 587982 A_ESPS 2011_mature_rep_2', 'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'primary_search': ['10588608', '20_PI 587982 A_ESPS 2011_mature_rep_2', '20accepted_hits.bam', '509794', 'PRJNA509794', 'SAMN10588608', 'SRP173154', 'SRR8305953', 'SRS4134033', 'SRX5120440', 'bp0']}"", 'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'Attributes': ""{'cultivar': 'PI 587982 A / Huang mao bai shui dou replicate 2', 'tissue': 'PI 587982 A_ESPS 2011_mature_rep_2', 'genotype': 'PI 587982 A / Huang mao bai shui dou', 'treatment': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN10588609,{},"{'attributes': '[{k=assemblyname, v=assembly}, {k=bases, v=2334849145}, {k=bytes, v=1154456284}, {k=run_file_create_date, v=2018-12-14T14:49:00.000Z}, {k=biomaterial_provider_sam, v=USDA-NPGS}, {k=cultivar_sam, v=PI 587982 A / Huang mao bai shui dou replicate 3}, {k=dev_stage_sam, v=mature seed}, {k=genotype_sam_ss_dpl92, v=PI 587982 A / Huang mao bai shui dou}, {k=tissue_sam_ss_dpl145, v=PI 587982 A_ESPS 2011_mature_rep_3}, {k=treatment_sam_ss_dpl55, v=produced under Early Soybean Production System heat stress in Stoneville, MO 201}, {k=primary_search, v=10588609}, {k=primary_search, v=21re_PI 587982 A_ESPS 2011_mature_rep_3}, {k=primary_search, v=21reaccepted_hits.bam}, {k=primary_search, v=509794}, {k=primary_search, v=PRJNA509794}, {k=primary_search, v=SAMN10588609}, {k=primary_search, v=SRP173154}, {k=primary_search, v=SRR8305936}, {k=primary_search, v=SRS4134050}, {k=primary_search, v=SRX5120457}, {k=primary_search, v=bp0}]', 'jattr': ""{'assemblyname': 'assembly', 'bases': '2334849145', 'bytes': '1154456284', 'run_file_create_date': '2018-12-14T14:49:00.000Z', 'biomaterial_provider_sam': 'USDA-NPGS', 'cultivar_sam': 'PI 587982 A / Huang mao bai shui dou replicate 3', 'dev_stage_sam': 'mature seed', 'genotype_sam_ss_dpl92': 'PI 587982 A / Huang mao bai shui dou', 'tissue_sam_ss_dpl145': 'PI 587982 A_ESPS 2011_mature_rep_3', 'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'primary_search': ['10588609', '21re_PI 587982 A_ESPS 2011_mature_rep_3', '21reaccepted_hits.bam', '509794', 'PRJNA509794', 'SAMN10588609', 'SRP173154', 'SRR8305936', 'SRS4134050', 'SRX5120457', 'bp0']}"", 'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'Attributes': ""{'cultivar': 'PI 587982 A / Huang mao bai shui dou replicate 3', 'tissue': 'PI 587982 A_ESPS 2011_mature_rep_3', 'genotype': 'PI 587982 A / Huang mao bai shui dou', 'treatment': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN10588610,{},"{'attributes': '[{k=assemblyname, v=assembly}, {k=bases, v=1934853779}, {k=bytes, v=1030776408}, {k=run_file_create_date, v=2018-12-14T14:50:00.000Z}, {k=biomaterial_provider_sam, v=USDA-NPGS}, {k=cultivar_sam, v=PI 636696 / S99-11986 replicate 1}, {k=dev_stage_sam, v=mature seed}, {k=genotype_sam_ss_dpl92, v=PI 636696 / S99-11986}, {k=tissue_sam_ss_dpl145, v=S99-11986_ESPS 2011_mature_rep_1}, {k=treatment_sam_ss_dpl55, v=produced under Early Soybean Production System heat stress in Stoneville, MO 201}, {k=primary_search, v=10588610}, {k=primary_search, v=13_S99-11986_ESPS 2011_mature_rep_1}, {k=primary_search, v=13accepted_hits.bam}, {k=primary_search, v=509794}, {k=primary_search, v=PRJNA509794}, {k=primary_search, v=SAMN10588610}, {k=primary_search, v=SRP173154}, {k=primary_search, v=SRR8305935}, {k=primary_search, v=SRS4134052}, {k=primary_search, v=SRX5120458}, {k=primary_search, v=bp0}]', 'jattr': ""{'assemblyname': 'assembly', 'bases': '1934853779', 'bytes': '1030776408', 'run_file_create_date': '2018-12-14T14:50:00.000Z', 'biomaterial_provider_sam': 'USDA-NPGS', 'cultivar_sam': 'PI 636696 / S99-11986 replicate 1', 'dev_stage_sam': 'mature seed', 'genotype_sam_ss_dpl92': 'PI 636696 / S99-11986', 'tissue_sam_ss_dpl145': 'S99-11986_ESPS 2011_mature_rep_1', 'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'primary_search': ['10588610', '13_S99-11986_ESPS 2011_mature_rep_1', '13accepted_hits.bam', '509794', 'PRJNA509794', 'SAMN10588610', 'SRP173154', 'SRR8305935', 'SRS4134052', 'SRX5120458', 'bp0']}"", 'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'Attributes': ""{'cultivar': 'PI 636696 / S99-11986 replicate 1', 'tissue': 'S99-11986_ESPS 2011_mature_rep_1', 'genotype': 'PI 636696 / S99-11986', 'treatment': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN10588611,{},"{'attributes': '[{k=assemblyname, v=assembly}, {k=bases, v=1977232889}, {k=bytes, v=986441414}, {k=run_file_create_date, v=2018-12-14T14:49:00.000Z}, {k=biomaterial_provider_sam, v=USDA-NPGS}, {k=cultivar_sam, v=PI 636696 / S99-11986 replicate 2}, {k=dev_stage_sam, v=mature seed}, {k=genotype_sam_ss_dpl92, v=PI 636696 / S99-11986}, {k=tissue_sam_ss_dpl145, v=S99-11986_ESPS 2011_mature_rep_2}, {k=treatment_sam_ss_dpl55, v=produced under Early Soybean Production System heat stress in Stoneville, MO 201}, {k=primary_search, v=10588611}, {k=primary_search, v=14_S99-11986_ESPS 2011_mature_rep_2}, {k=primary_search, v=14accepted_hits.bam}, {k=primary_search, v=509794}, {k=primary_search, v=PRJNA509794}, {k=primary_search, v=SAMN10588611}, {k=primary_search, v=SRP173154}, {k=primary_search, v=SRR8305934}, {k=primary_search, v=SRS4134051}, {k=primary_search, v=SRX5120459}, {k=primary_search, v=bp0}]', 'jattr': ""{'assemblyname': 'assembly', 'bases': '1977232889', 'bytes': '986441414', 'run_file_create_date': '2018-12-14T14:49:00.000Z', 'biomaterial_provider_sam': 'USDA-NPGS', 'cultivar_sam': 'PI 636696 / S99-11986 replicate 2', 'dev_stage_sam': 'mature seed', 'genotype_sam_ss_dpl92': 'PI 636696 / S99-11986', 'tissue_sam_ss_dpl145': 'S99-11986_ESPS 2011_mature_rep_2', 'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'primary_search': ['10588611', '14_S99-11986_ESPS 2011_mature_rep_2', '14accepted_hits.bam', '509794', 'PRJNA509794', 'SAMN10588611', 'SRP173154', 'SRR8305934', 'SRS4134051', 'SRX5120459', 'bp0']}"", 'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'Attributes': ""{'cultivar': 'PI 636696 / S99-11986 replicate 2', 'tissue': 'S99-11986_ESPS 2011_mature_rep_2', 'genotype': 'PI 636696 / S99-11986', 'treatment': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201'}""}",{},{},{},{},{},{},{},{},{},{}
