,SRR27394193,SAMN39205273,SRX23070384,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L110_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L110_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394194,SAMN39205379,SRX23070383,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L176_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L176_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394195,SAMN39205377,SRX23070382,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L174_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L174_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394196,SAMN39205375,SRX23070381,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L173_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L173_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394197,SAMN39205373,SRX23070380,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L172_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L172_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394198,SAMN39205371,SRX23070379,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L171_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L171_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394199,SAMN39205367,SRX23070378,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L168_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L168_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394200,SAMN39205369,SRX23070377,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L169_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L169_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394201,SAMN39205365,SRX23070376,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L167_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L167_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394202,SAMN39205363,SRX23070375,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L165_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L165_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394203,SAMN39205361,SRX23070374,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L164_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L164_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394204,SAMN39205271,SRX23070373,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L108_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L108_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394207,SAMN39205341,SRX23070370,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L147_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L147_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394208,SAMN39205269,SRX23070369,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L105_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L105_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394209,SAMN39205339,SRX23070368,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L146_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L146_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394210,SAMN39205337,SRX23070367,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L145_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L145_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394211,SAMN39205335,SRX23070366,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L144_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L144_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394212,SAMN39205333,SRX23070365,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L143_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L143_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394213,SAMN39205331,SRX23070364,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L142_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L142_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394214,SAMN39205327,SRX23070363,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L140_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L140_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394215,SAMN39205329,SRX23070362,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L141_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L141_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394216,SAMN39205325,SRX23070361,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L139_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L139_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394217,SAMN39205323,SRX23070360,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L138_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L138_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394218,SAMN39205321,SRX23070359,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L137_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L137_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394219,SAMN39205267,SRX23070358,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L104_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L104_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394220,SAMN39205319,SRX23070357,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L136_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L136_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394221,SAMN39205317,SRX23070356,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L135_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L135_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394222,SAMN39205315,SRX23070355,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L134_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L134_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394223,SAMN39205535,SRX23070354,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L64_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L64_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394224,SAMN39205533,SRX23070353,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L55_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L55_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394225,SAMN39205531,SRX23070352,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L98_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L98_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394226,SAMN39205529,SRX23070351,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L89_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L89_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394227,SAMN39205527,SRX23070350,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L81_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L81_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394228,SAMN39205525,SRX23070349,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L72_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L72_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394229,SAMN39205523,SRX23070348,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L63_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L63_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394230,SAMN39205521,SRX23070347,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L54_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L54_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394231,SAMN39205287,SRX23070346,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L118_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L118_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394232,SAMN39205519,SRX23070345,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L97_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L97_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394233,SAMN39205517,SRX23070344,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L80_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L80_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394234,SAMN39205515,SRX23070343,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L53_R1_9004-2,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L53_R1_9004-2,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394235,SAMN39205513,SRX23070342,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L45_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L45_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394236,SAMN39205511,SRX23070341,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L37_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L37_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394237,SAMN39205509,SRX23070340,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L29_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L29_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394238,SAMN39205507,SRX23070339,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L21_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L21_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394239,SAMN39205447,SRX23070338,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L23_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L23_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394240,SAMN39205445,SRX23070337,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L12_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L12_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394241,SAMN39205443,SRX23070336,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L2_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L2_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394242,SAMN39205441,SRX23070335,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L46_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L46_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394243,SAMN39205279,SRX23070334,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L114_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L114_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394244,SAMN39205439,SRX23070333,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L38_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L38_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394245,SAMN39205437,SRX23070332,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L30_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L30_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394246,SAMN39205435,SRX23070331,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L22_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L22_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394247,SAMN39205433,SRX23070330,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L11_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L11_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394248,SAMN39205431,SRX23070329,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L1_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L1_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394249,SAMN39205427,SRX23070328,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L153_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L153_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394250,SAMN39205429,SRX23070327,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L200_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L200_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394251,SAMN39205425,SRX23070326,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L152_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L152_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394252,SAMN39205477,SRX23070408,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L26_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L26_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394253,SAMN39205423,SRX23070325,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L159_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L159_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394254,SAMN39205469,SRX23070402,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L41_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L41_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394255,SAMN39205421,SRX23070324,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L199_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L199_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR27394256,SAMN39205277,SRX23070323,SRP480849,PRJNA1035514,Leaf tissue from V4 stage,Population QS15544,QS15544_paired_L112_R1,25 days,V4 stage,,,,Population QS15544,,,,,,,,,RNAseq_paired_L112_R1,QS15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR24901460,SAMN35718263,SRX20663522,SRP442973,PRJNA982425,Leaves,Zhonghuang13,LEV3,10d,,,,,,,replicate = biological replicate 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR24901461,SAMN35718262,SRX20663521,SRP442973,PRJNA982425,Leaves,Zhonghuang13,LEV2,10d,,,,,,,replicate = biological replicate 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR24901462,SAMN35718261,SRX20663520,SRP442973,PRJNA982425,Leaves,Zhonghuang13,LEV1,10d,,,,,,,replicate = biological replicate 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR24901463,SAMN35718260,SRX20663519,SRP442973,PRJNA982425,Leaves,Zhonghuang13,ENR3,10d,,,,,,,replicate = biological replicate 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR24901464,SAMN35718259,SRX20663518,SRP442973,PRJNA982425,Leaves,Zhonghuang13,ENR2,10d,,,,,,,replicate = biological replicate 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR24901465,SAMN35718258,SRX20663517,SRP442973,PRJNA982425,Leaves,Zhonghuang13,ENR1,10d,,,,,,,replicate = biological replicate 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR24901466,SAMN35718257,SRX20663516,SRP442973,PRJNA982425,Leaves,Zhonghuang13,CK3,10d,,,,,,,replicate = biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SRR24901467,SAMN35718256,SRX20663515,SRP442973,PRJNA982425,Leaves,Zhonghuang13,CK2,10d,,,,,,,replicate = biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
