biosample,leave,leaf,seed,crown,shoot,stem,hypocotyl,pod,root,embryo,cotyledon,petiole,radicle,ovule,ovary
SAMN36894355,{},{},"{'tissue_sam_ss_dpl145': 'Seed', 'tissue': 'Seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05580197,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN19243701,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30310286,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Stem_1', 'tissue': 'Stem_1'}",{},{},{},{},{},{},{},{},{}
SAMN26810705,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN32153410,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841338,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31760296,{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Ovary', 'tissue': 'Ovary'}"
SAMN09513465,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN19245835,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15464732,"{'tissue_sam_ss_dpl145': 'Leaves', 'tissue': 'Leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09987960,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN40550409,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN15041200,{},"{'tissue_sam_ss_dpl145': 'unifoliate leaf', 'tissue': 'unifoliate leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN08287163,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'stem', 'tissue': 'stem'}",{},{},{},{},{},{},{},{},{}
SAMN32509955,{},"{'tissue_sam_ss_dpl145': 'Leaf at V1 stage', 'tissue': 'Leaf at V1 stage'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716252,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN23131640,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09715857,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN02644806,{},"{'tissue_sam_ss_dpl145': 'Leafbud1', 'tissue': 'Leafbud1'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN19243758,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN17205600,{},{},{},{},"{'tissue_sam_ss_dpl145': 'shoot apex', 'tissue': 'shoot apex'}",{},{},{},{},{},{},{},{},{},{}
SAMN21359728,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359753,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33295249,{},{},"{'tissue_sam_ss_dpl145': 'seed development embryo R5.3 replicate 2', 'tissue': 'seed development embryo R5.3 replicate 2'}",{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'seed development embryo R5.3 replicate 2', 'tissue': 'seed development embryo R5.3 replicate 2'}",{},{},{},{},{}
SAMN29993480,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'ovule', 'tissue': 'ovule'}",{}
SAMN15648573,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153776,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15648260,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513342,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN09715770,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN15648220,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN24505284,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN09715707,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN02870679,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN16295006,"{'tissue_sam_ss_dpl145': 'unifoliate leaves', 'tissue': 'unifoliate leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30227630,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN11807750,"{'tissue_sam_ss_dpl145': 'first trifoliate leaves and apex', 'tissue': 'first trifoliate leaves and apex'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN00010675,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30696820,"{'tissue_sam_ss_dpl145': 'Leaves', 'tissue': 'Leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN20475805,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN21359879,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN09715853,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMD00549653,{},{'tissue_sam_ss_dpl145': 'Leaf'},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12868654,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Roots without infection', 'tissue': 'Roots without infection'}",{},{},{},{},{},{}
SAMN30722366,{},"{'tissue_sam_ss_dpl145': 'Anther; Leaf samples', 'tissue': 'Anther; Leaf samples'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN29911696,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN15648434,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39205507,{},"{'tissue_sam_ss_dpl145': 'Leaf tissue from V4 stage', 'tissue': 'Leaf tissue from V4 stage'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05937022,{},{},"{'tissue_sam_ss_dpl145': 'immature seed coat', 'tissue': 'immature seed coat'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05258398,{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'embryonic axis', 'tissue': 'embryonic axis'}",{},{},{},{},{}
SAMN22841279,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN23131683,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'whole root', 'tissue': 'whole root'}",{},{},{},{},{},{}
SAMN14604352,{},"{'tissue_sam_ss_dpl145': 'Leaf sample', 'tissue': 'Leaf sample'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN02046330,{},{},{},{},{},{},{},{},{},{},{'tissue': 'Soybean Early Maturation Stage-Cotyledon Abaxial Epidermis'},{},{},{},{}
SAMN02047237,{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'embryo', 'tissue': 'embryo'}",{},{},{},{},{}
SAMN09716436,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN09715662,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN07202318,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12099652,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN09078287,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN02191995,{},{},{'tissue': 'seed coat'},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37703830,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841281,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'whole root', 'tissue': 'whole root'}",{},{},{},{},{},{}
SAMN13611594,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN06434856,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'roots', 'tissue': 'roots'}",{},{},{},{},{},{}
SAMN12727387,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN38032662,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN41088852,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN14614953,{},{},{},{},"{'tissue_sam_ss_dpl145': 'shoot apex', 'tissue': 'shoot apex'}",{},{},{},{},{},{},{},{},{},{}
SAMN35528408,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN06287523,{},{},"{'tissue_sam_ss_dpl145': 'seeds', 'tissue': 'seeds'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN23131655,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359842,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN15648165,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN23131644,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'whole root', 'tissue': 'whole root'}",{},{},{},{},{},{}
SAMN15963230,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05223296,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05580224,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN40001474,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN11513548,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153587,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN18795970,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05327846,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153849,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513487,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN40001384,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN11536756,{},{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Immature cotyledon', 'tissue': 'Immature cotyledon'}",{},{},{},{}
SAMN29153370,"{'tissue_sam_ss_dpl145': 'Leaves', 'tissue': 'Leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39205465,{},"{'tissue_sam_ss_dpl145': 'Leaf tissue from V4 stage', 'tissue': 'Leaf tissue from V4 stage'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN23131665,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN40615253,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN39995220,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630244,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03793158,"{'tissue_sam_ss_dpl145': 'Leaves', 'tissue': 'Leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153575,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN24923232,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN29220778,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09078201,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30310288,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Stem_3', 'tissue': 'Stem_3'}",{},{},{},{},{},{},{},{},{}
SAMN02192008,{},{},{'tissue': 'seed coat'},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716586,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN11807728,"{'tissue_sam_ss_dpl145': 'first trifoliate leaves and apex', 'tissue': 'first trifoliate leaves and apex'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30889880,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN33463368,"{'tissue_sam_ss_dpl145': 'Leaves (first trifoliate stage)', 'tissue': 'Leaves (first trifoliate stage)'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39848638,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN21359872,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN11849871,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN07202256,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153755,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841298,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15648073,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15648427,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15648199,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37422331,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31831524,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36011957,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN25263530,{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Pod', 'tissue': 'Pod'}",{},{},{},{},{},{},{}
SAMN03169161,{},{},{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'petiole with AZ removed', 'tissue': 'petiole with AZ removed'}",{},{},{}
SAMN24108384,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN18614011,{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'hypocotyl', 'tissue': 'hypocotyl'}",{},{},{},{},{},{},{},{}
SAMN17360594,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36011929,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153516,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN08828776,{},{},"{'tissue_sam_ss_dpl145': 'Whole seedling', 'tissue': 'Whole seedling'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359685,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN01886334,"{'tissue_sam_ss_dpl145': 'Trifoliolate leaves', 'tissue': 'Trifoliolate leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13386939,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN38636124,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15648038,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN29470426,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN03761647,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN18795904,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30227639,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN11849887,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN00769649,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37703817,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30885896,{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Hypocotyl', 'tissue': 'Hypocotyl'}",{},{},{},{},{},{},{},{}
SAMN19322167,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN19322186,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN26884134,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33988726,{},{},"{'tissue_sam_ss_dpl145': 'Seed', 'tissue': 'Seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN18736595,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36011941,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10222102,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN07521019,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09078270,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716119,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN30828424,{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Hypocotyl', 'tissue': 'Hypocotyl'}",{},{},{},{},{},{},{},{}
SAMD00549642,{},{'tissue_sam_ss_dpl145': 'Leaf'},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153640,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359807,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN09715897,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN26884123,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36894366,{},{},"{'tissue_sam_ss_dpl145': 'Seed', 'tissue': 'Seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16198190,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN09513332,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN21359716,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32016125,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'CK2 hairy root', 'tissue': 'CK2 hairy root'}",{},{},{},{},{},{}
SAMN27775853,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153870,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30722374,{},"{'tissue_sam_ss_dpl145': 'Anther; Leaf samples', 'tissue': 'Anther; Leaf samples'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05580230,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN41726368,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716198,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN32153774,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN02640338,{},{},"{'tissue_sam_ss_dpl145': 'Seed coat (400-500mg seed weight stage)', 'tissue': 'Seed coat (400-500mg seed weight stage)'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN00264989,{},{},"{'tissue_sam_ss_dpl145': 'cotyledons of seedlings', 'tissue': 'cotyledons of seedlings'}",{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'cotyledons of seedlings', 'tissue': 'cotyledons of seedlings'}",{},{},{},{}
SAMN32153506,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN38355134,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN19473464,{},{},"{'tissue_sam_ss_dpl145': 'seedling', 'tissue': 'seedling'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153950,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05755946,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36780229,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN16725454,{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'embryonic axis', 'tissue': 'embryonic axis'}",{},{},{},{},{}
