biosample,bioproject,tejido,estres,tratamiento
SAMN03000709,PRJNA258604,seed,transgenic,treatment
SAMN03000710,PRJNA258604,seed,transgenic,treatment
SAMN03000711,PRJNA258604,seed,transgenic,treatment
SAMN03000712,PRJNA258604,seed,transgenic,treatment
SAMN03000713,PRJNA258604,seed,transgenic,treatment
SAMN03000714,PRJNA258604,seed,transgenic,treatment
SAMN03000715,PRJNA258604,seed,transgenic,treatment
SAMN03000716,PRJNA258604,seed,transgenic,treatment
SAMN03000717,PRJNA258604,seed,transgenic,treatment
SAMN03000718,PRJNA258604,seed,transgenic,treatment
SAMN03000719,PRJNA258604,seed,transgenic,treatment
SAMN03000720,PRJNA258604,seed,transgenic,treatment
SAMN03000721,PRJNA258604,seed,transgenic,treatment
SAMN03014458,PRJNA259941,shoot,drought,control
SAMN03014459,PRJNA259941,shoot,drought,control
SAMN03014460,PRJNA259941,shoot,drought,control
SAMN03014461,PRJNA259941,shoot,drought,treatment
SAMN03014462,PRJNA259941,shoot,drought,treatment
SAMN03014463,PRJNA259941,shoot,drought,treatment
SAMN03014464,PRJNA259941,shoot,drought,treatment
SAMN03014465,PRJNA259941,shoot,drought,treatment
SAMN03014466,PRJNA259941,shoot,drought,treatment
SAMN03014467,PRJNA259941,shoot,drought,treatment
SAMN03014468,PRJNA259941,shoot,drought,treatment
SAMN03014469,PRJNA259941,shoot,drought,treatment
SAMN03014470,PRJNA259941,shoot,drought,treatment
SAMN03014471,PRJNA259941,shoot,drought,treatment
SAMN03014472,PRJNA259941,shoot,drought,treatment
SAMN03014473,PRJNA259941,shoot,drought,treatment
SAMN03014474,PRJNA259941,shoot,drought,treatment
SAMN03014475,PRJNA259941,shoot,drought,treatment
SAMN03014476,PRJNA259941,shoot,drought,treatment
SAMN03014477,PRJNA259941,shoot,drought,treatment
SAMN03014478,PRJNA259941,shoot,drought,treatment
SAMN03014479,PRJNA259941,shoot,drought,treatment
SAMN03014480,PRJNA259941,shoot,drought,treatment
SAMN03014481,PRJNA259941,shoot,drought,treatment
SAMN03083677,PRJNA262564,seed,senescense,control
SAMN03083678,PRJNA262564,seed,senescense,control
SAMN03083679,PRJNA262564,seed,senescense,treatment
SAMN03083680,PRJNA262564,seed,senescense,control
SAMN03083681,PRJNA262564,seed,senescense,control
SAMN03083682,PRJNA262564,seed,senescense,control
SAMN03083683,PRJNA262564,seed,senescense,treatment
SAMN03083684,PRJNA262564,seed,senescense,control
SAMN03083685,PRJNA262564,seed,senescense,treatment
SAMN03083686,PRJNA262564,leaf,senescense,treatment
SAMN03083687,PRJNA262564,leaf,senescense,treatment
SAMN03083688,PRJNA262564,leaf,senescense,treatment
SAMN03083689,PRJNA262564,leaf,senescense,treatment
SAMN03083690,PRJNA262564,leaf,senescense,treatment
SAMN03083691,PRJNA262564,leaf,senescense,treatment
SAMN03083692,PRJNA262564,leaf,senescense,control
SAMN03083693,PRJNA262564,leaf,senescense,treatment
SAMN03083694,PRJNA262564,leaf,senescense,control
SAMN03083695,PRJNA262564,leaf,senescense,treatment
SAMN03083696,PRJNA262564,leaf,senescense,treatment
SAMN03083697,PRJNA262564,leaf,senescense,treatment
SAMN03083698,PRJNA262564,leaf,senescense,treatment
SAMN03083699,PRJNA262564,leaf,senescense,treatment
SAMN03083700,PRJNA262564,leaf,senescense,treatment
SAMN03169132,PRJNA266538,leaf,other,treatment
SAMN03169133,PRJNA266538,leaf,other,treatment
SAMN03169134,PRJNA266538,leaf,other,treatment
SAMN03169135,PRJNA266538,leaf,other,treatment
SAMN03169136,PRJNA266538,leaf,other,treatment
SAMN03169137,PRJNA266538,leaf,other,treatment
SAMN03169138,PRJNA266538,leaf,other,treatment
SAMN03169139,PRJNA266538,leaf,other,treatment
SAMN03169140,PRJNA266538,leaf,other,treatment
SAMN03169141,PRJNA266538,leaf,other,treatment
SAMN03169142,PRJNA266538,leaf,other,treatment
SAMN03169143,PRJNA266538,leaf,other,treatment
SAMN03169144,PRJNA266538,leaf,other,treatment
SAMN03169145,PRJNA266538,leaf,other,treatment
SAMN03169146,PRJNA266538,leaf,other,treatment
SAMN03169147,PRJNA266538,leaf,other,treatment
SAMN03169148,PRJNA266538,leaf,other,treatment
SAMN03169149,PRJNA266538,leaf,other,treatment
SAMN03169150,PRJNA266538,leaf,other,treatment
SAMN03169151,PRJNA266538,leaf,other,treatment
SAMN03169152,PRJNA266538,leaf,other,treatment
SAMN03169153,PRJNA266538,leaf,other,treatment
SAMN03169154,PRJNA266538,leaf,other,treatment
SAMN03169155,PRJNA266538,leaf,other,treatment
SAMN03169156,PRJNA266538,leaf,other,treatment
SAMN03169157,PRJNA266538,leaf,other,treatment
SAMN03169158,PRJNA266538,leaf,other,treatment
SAMN03169159,PRJNA266538,leaf,other,treatment
SAMN03169160,PRJNA266538,leaf,other,treatment
SAMN03169161,PRJNA266538,leaf,other,treatment
SAMN03173245,PRJNA266690,leaf,parasite,treatment
SAMN03173246,PRJNA266690,leaf,parasite,control
SAMN03173247,PRJNA266690,leaf,parasite,treatment
SAMN03173248,PRJNA266690,leaf,parasite,control
SAMN03274362,PRJNA271453,leaf,,control
SAMN03274363,PRJNA271453,leaf,transgenic,control
SAMN03274364,PRJNA271453,root,transgenic,control
SAMN03274465,PRJNA271477,seed,transgenic,treatment
SAMN03274466,PRJNA271477,seed,transgenic,treatment
SAMN03274467,PRJNA271477,seed,transgenic,treatment
SAMN03274468,PRJNA271477,seed,transgenic,treatment
SAMN03274469,PRJNA271477,seed,transgenic,treatment
SAMN03274470,PRJNA271477,seed,transgenic,treatment
SAMN03274471,PRJNA271477,seed,transgenic,treatment
SAMN03274472,PRJNA271477,seed,transgenic,treatment
SAMN03274473,PRJNA271477,seed,transgenic,treatment
SAMN03274474,PRJNA271477,seed,transgenic,control
SAMN03274475,PRJNA271477,seed,transgenic,treatment
SAMN03274476,PRJNA271477,seed,transgenic,control
SAMN03274477,PRJNA271477,seed,transgenic,control
SAMN03274478,PRJNA271477,seed,transgenic,control
SAMN03274479,PRJNA271477,seed,transgenic,treatment
SAMN03274480,PRJNA271477,seed,transgenic,treatment
SAMN03274481,PRJNA271477,seed,transgenic,treatment
SAMN03274482,PRJNA271477,seed,transgenic,treatment
SAMN03274483,PRJNA271477,seed,transgenic,treatment
SAMN03274484,PRJNA271477,seed,transgenic,treatment
SAMN03274485,PRJNA271477,seed,transgenic,treatment
SAMN03274486,PRJNA271477,seed,transgenic,treatment
SAMN03274487,PRJNA271477,seed,transgenic,control
SAMN03274488,PRJNA271477,seed,transgenic,treatment
SAMN03274489,PRJNA271477,seed,transgenic,treatment
SAMN03274490,PRJNA271477,seed,transgenic,treatment
SAMN03274491,PRJNA271477,seed,transgenic,treatment
SAMN03274492,PRJNA271477,seed,transgenic,control
SAMN03274493,PRJNA271477,seed,transgenic,treatment
SAMN03274494,PRJNA271477,seed,transgenic,control
SAMN03274495,PRJNA271477,seed,transgenic,treatment
SAMN03274496,PRJNA271477,seed,transgenic,control
SAMN03274497,PRJNA271477,seed,transgenic,treatment
SAMN03274498,PRJNA271477,seed,transgenic,treatment
SAMN03274499,PRJNA271477,seed,transgenic,control
SAMN03274500,PRJNA271477,seed,transgenic,treatment
SAMN03281023,PRJNA271506,seed,transgenic,treatment
SAMN03281024,PRJNA271506,seed,,control
SAMN03275384,PRJNA271595,root,,treatment
SAMN03275399,PRJNA271595,root,,control
SAMN03275409,PRJNA271595,root,,treatment
SAMN03275417,PRJNA271595,root,,control
SAMN03275422,PRJNA271595,root,,control
SAMN03275425,PRJNA271595,root,,treatment
SAMN03275428,PRJNA271595,root,,control
SAMN03275431,PRJNA271595,root,,control
SAMN03275436,PRJNA271595,root,,treatment
SAMN03299425,PRJNA273870,seed,transgenic,treatment
SAMN03389587,PRJNA277363,seed,,control
SAMN03389589,PRJNA277363,seed,,treatment
SAMN03389590,PRJNA277363,seed,,treatment
SAMN03389591,PRJNA277363,seed,,control
SAMN03389593,PRJNA277363,seed,,treatment
SAMN03389594,PRJNA277363,seed,,treatment
SAMN03389595,PRJNA277363,seed,,treatment
SAMN03389597,PRJNA277363,seed,,treatment
SAMN03389599,PRJNA277363,seed,,treatment
SAMN03389600,PRJNA277363,seed,,treatment
SAMN03389601,PRJNA277363,seed,,treatment
SAMN03389603,PRJNA277363,seed,,treatment
SAMN03389605,PRJNA277363,seed,,control
SAMN03389606,PRJNA277363,seed,,control
SAMN03389607,PRJNA277363,seed,,control
SAMN03389609,PRJNA277363,seed,,control
SAMN03389610,PRJNA277363,seed,,control
SAMN03389611,PRJNA277363,seed,,control
SAMN03389612,PRJNA277363,seed,,control
SAMN03389613,PRJNA277363,seed,,control
SAMN03406693,PRJNA278121,seedling,fungus,control
SAMN03406694,PRJNA278121,seedling,fungus,control
SAMN03406695,PRJNA278121,seedling,fungus,control
SAMN03406696,PRJNA278121,seedling,fungus,control
SAMN03406697,PRJNA278121,seedling,fungus,control
SAMN03406698,PRJNA278121,seedling,fungus,treatment
SAMN03406699,PRJNA278121,seedling,fungus,treatment
SAMN03406700,PRJNA278121,seedling,fungus,treatment
SAMN03406701,PRJNA278121,seedling,fungus,treatment
SAMN03406702,PRJNA278121,seedling,fungus,control
SAMN03406703,PRJNA278121,seedling,fungus,treatment
SAMN03406704,PRJNA278121,seedling,fungus,treatment
SAMN03406705,PRJNA278121,seedling,fungus,treatment
SAMN03406706,PRJNA278121,seedling,fungus,treatment
SAMN03406707,PRJNA278121,seedling,fungus,treatment
SAMN03406708,PRJNA278121,seedling,fungus,treatment
SAMN03406709,PRJNA278121,seedling,fungus,treatment
SAMN03406710,PRJNA278121,seedling,fungus,treatment
SAMN03473671,PRJNA280872,leaf,parasite,treatment
SAMN03473672,PRJNA280872,leaf,parasite,control
SAMN03473673,PRJNA280872,leaf,parasite,treatment
SAMN03473674,PRJNA280872,leaf,parasite,treatment
SAMN03473675,PRJNA280872,leaf,parasite,treatment
SAMN03473676,PRJNA280872,leaf,parasite,treatment
SAMN03473677,PRJNA280872,leaf,parasite,control
SAMN03473678,PRJNA280872,leaf,parasite,treatment
SAMN03473679,PRJNA280872,leaf,parasite,treatment
SAMN03473680,PRJNA280872,leaf,parasite,treatment
SAMN03473681,PRJNA280872,leaf,parasite,treatment
SAMN03473682,PRJNA280872,leaf,parasite,control
SAMN03473683,PRJNA280872,leaf,parasite,treatment
SAMN03473684,PRJNA280872,leaf,parasite,treatment
SAMN03473685,PRJNA280872,leaf,parasite,treatment
SAMN03473686,PRJNA280872,leaf,parasite,treatment
SAMN03473687,PRJNA280872,leaf,parasite,control
SAMN03473688,PRJNA280872,leaf,parasite,treatment
SAMN03473689,PRJNA280872,leaf,parasite,treatment
SAMN03473690,PRJNA280872,leaf,parasite,treatment
SAMN03731185,PRJNA284751,leaf,parasite,control
SAMN03731186,PRJNA284751,leaf,parasite,control
SAMN03755595,PRJNA285677,leaf,drought,treatment
SAMN03755596,PRJNA285677,leaf,drought,treatment
SAMN03755597,PRJNA285677,leaf,drought,treatment
SAMN03755598,PRJNA285677,leaf,,control
SAMN03755599,PRJNA285677,leaf,,control
SAMN03755600,PRJNA285677,leaf,,control
SAMN03755601,PRJNA285677,leaf,drought,treatment
SAMN03755602,PRJNA285677,leaf,drought,treatment
SAMN03755603,PRJNA285677,leaf,drought,treatment
SAMN03755604,PRJNA285677,leaf,,control
SAMN03755605,PRJNA285677,leaf,,control
SAMN03755606,PRJNA285677,leaf,,control
SAMN03755607,PRJNA285677,leaf,drought,treatment
SAMN03755608,PRJNA285677,leaf,drought,treatment
SAMN03755609,PRJNA285677,leaf,drought,treatment
SAMN03755610,PRJNA285677,leaf,,control
SAMN03755611,PRJNA285677,leaf,,control
SAMN03755612,PRJNA285677,leaf,,control
SAMN03755613,PRJNA285677,leaf,drought,treatment
SAMN03755614,PRJNA285677,leaf,drought,treatment
SAMN03755615,PRJNA285677,leaf,drought,treatment
SAMN03755616,PRJNA285677,leaf,,control
SAMN03755617,PRJNA285677,leaf,,control
SAMN03755618,PRJNA285677,leaf,,control
SAMN03755619,PRJNA285677,leaf,drought,treatment
SAMN03755620,PRJNA285677,leaf,drought,treatment
SAMN03755621,PRJNA285677,leaf,drought,treatment
SAMN03755622,PRJNA285677,leaf,,control
SAMN03755623,PRJNA285677,leaf,,control
SAMN03755624,PRJNA285677,leaf,,control
SAMN03755625,PRJNA285677,leaf,drought,treatment
SAMN03755626,PRJNA285677,leaf,drought,treatment
SAMN03755627,PRJNA285677,leaf,drought,treatment
SAMN03755628,PRJNA285677,leaf,,control
SAMN03755629,PRJNA285677,leaf,,control
SAMN03755630,PRJNA285677,leaf,,control
SAMN03761646,PRJNA285880,leaf,,control
SAMN03761647,PRJNA285880,leaf,,control
SAMN03761648,PRJNA285880,leaf,,control
SAMN03761649,PRJNA285880,leaf,,control
SAMN03761650,PRJNA285880,leaf,nutrient poisoning,treatment
SAMN03761651,PRJNA285880,leaf,nutrient poisoning,treatment
SAMN03761652,PRJNA285880,leaf,nutrient poisoning,treatment
SAMN03761653,PRJNA285880,leaf,nutrient poisoning,treatment
SAMN03784697,PRJNA288056,leaf,heat,control
SAMN03785538,PRJNA288056,leaf,heat,control
SAMN03793157,PRJNA288056,leaf,,treatment
SAMN03793158,PRJNA288056,leaf,heat,treatment
SAMN03797939,PRJNA288296,leaf,drought,control
SAMN03797950,PRJNA288296,leaf,drought,treatment
SAMN03797951,PRJNA288296,leaf,drought,control
SAMN03797952,PRJNA288296,leaf,drought,treatment
SAMN04045479,PRJNA295299,leaf,,treatment
SAMN04045480,PRJNA295299,root,,treatment
SAMN04045481,PRJNA295299,flower,,treatment
SAMN04045482,PRJNA295299,seed,,treatment
SAMN04125385,PRJNA295411,root,drought,control
SAMN04125386,PRJNA295411,root,drought,control
SAMN04125387,PRJNA295411,root,drought,control
SAMN04125388,PRJNA295411,root,drought,control
SAMN04125389,PRJNA295411,root,drought,treatment
SAMN04125390,PRJNA295411,root,drought,treatment
SAMN04125391,PRJNA295411,root,drought,treatment
SAMN04125392,PRJNA295411,root,drought,treatment
SAMN04281009,PRJNA302826,seed,,control
SAMN04305367,PRJNA304631,seed,transgenic,treatment
SAMN04305368,PRJNA304631,seed,transgenic,treatment
SAMN04305369,PRJNA304631,seed,nutrient deficit,treatment
SAMN04305370,PRJNA304631,seed,transgenic,treatment
SAMN04305371,PRJNA304631,seed,,treatment
SAMN04305372,PRJNA304631,seed,,treatment
SAMN04305381,PRJNA304631,seed,transgenic,treatment
SAMN04305382,PRJNA304631,seed,,treatment
SAMN04305383,PRJNA304631,seed,transgenic,treatment
SAMN04305384,PRJNA304631,seed,nutrient deficit,treatment
SAMN04305385,PRJNA304631,seed,transgenic,treatment
SAMN04305386,PRJNA304631,seed,transgenic,treatment
SAMN04305387,PRJNA304631,seed,transgenic,treatment
SAMN04305388,PRJNA304631,seed,,treatment
SAMN04305389,PRJNA304631,seed,transgenic,treatment
SAMN04305390,PRJNA304631,seed,transgenic,treatment
SAMN04305391,PRJNA304631,seed,transgenic,treatment
SAMN04305392,PRJNA304631,seed,transgenic,treatment
SAMN04305393,PRJNA304631,seed,transgenic,treatment
SAMN04305394,PRJNA304631,seed,transgenic,treatment
SAMN04305395,PRJNA304631,seed,nutrient deficit,treatment
SAMN04305396,PRJNA304631,seed,transgenic,treatment
SAMN04305397,PRJNA304631,seed,transgenic,treatment
SAMN04305398,PRJNA304631,seed,transgenic,treatment
SAMN04305399,PRJNA304631,seed,transgenic,treatment
SAMN04305400,PRJNA304631,seed,nutrient deficit,treatment
SAMN04305401,PRJNA304631,seed,transgenic,treatment
SAMN04305402,PRJNA304631,seed,transgenic,treatment
SAMN04305403,PRJNA304631,seed,transgenic,treatment
SAMN04305404,PRJNA304631,seed,transgenic,treatment
SAMN04320554,PRJNA305219,shoot,nutrient poisoning,treatment
SAMN04338521,PRJNA306049,leaf,transgenic,control
SAMN04338522,PRJNA306049,leaf,transgenic,treatment
SAMN04338523,PRJNA306049,leaf,transgenic,treatment
SAMN04338524,PRJNA306049,leaf,transgenic,treatment
SAMN04349708,PRJNA306380,root,drought,treatment
SAMN04349709,PRJNA306380,root,drought,treatment
SAMN04349710,PRJNA306380,root,drought,treatment
SAMN04349711,PRJNA306380,root,drought,treatment
SAMN04349712,PRJNA306380,root,drought,treatment
SAMN04349713,PRJNA306380,root,drought,treatment
SAMN04349714,PRJNA306380,root,drought,treatment
SAMN04349715,PRJNA306380,root,drought,treatment
SAMN04349716,PRJNA306380,root,drought,treatment
SAMN04349717,PRJNA306380,root,drought,treatment
SAMN04349718,PRJNA306380,root,drought,treatment
SAMN04349719,PRJNA306380,root,drought,treatment
SAMN04349720,PRJNA306380,root,drought,treatment
SAMN04349721,PRJNA306380,root,drought,treatment
SAMN04349722,PRJNA306380,root,drought,treatment
SAMN04349723,PRJNA306380,root,drought,treatment
SAMN04349724,PRJNA306380,root,drought,treatment
SAMN04349725,PRJNA306380,root,drought,treatment
SAMN04349726,PRJNA306380,root,drought,treatment
SAMN04349727,PRJNA306380,root,drought,treatment
SAMN04349728,PRJNA306380,root,drought,treatment
SAMN04349729,PRJNA306380,root,drought,treatment
SAMN04349730,PRJNA306380,root,drought,treatment
SAMN04349731,PRJNA306380,root,drought,treatment
SAMN04362176,PRJNA306741,root,parasite,treatment
SAMN04364218,PRJNA306741,root,parasite,treatment
SAMN04364219,PRJNA306741,root,parasite,treatment
SAMN04364220,PRJNA306741,root,parasite,treatment
SAMN04364221,PRJNA306741,root,parasite,treatment
SAMN04364222,PRJNA306741,root,parasite,treatment
SAMN04364223,PRJNA306741,root,parasite,treatment
SAMN04364224,PRJNA306741,root,parasite,treatment
SAMN04364225,PRJNA306741,root,parasite,treatment
SAMN04364226,PRJNA306741,root,parasite,treatment
SAMN04364228,PRJNA306741,root,parasite,treatment
SAMN04364229,PRJNA306741,root,parasite,treatment
SAMN04366601,PRJNA306910,seed,,control
SAMN04376689,PRJNA306910,seed,,control
SAMN04376690,PRJNA306910,seed,,control
SAMN04376692,PRJNA306910,seed,,control
SAMN04376693,PRJNA306910,seed,,control
SAMN04376695,PRJNA306910,seed,,control
SAMN04388354,PRJNA308211,leaf,virus,control
SAMN04388355,PRJNA308211,leaf,virus,treatment
SAMN04388356,PRJNA308211,leaf,virus,treatment
SAMN04388357,PRJNA308211,leaf,virus,treatment
SAMN04388362,PRJNA308211,leaf,virus,control
SAMN04388364,PRJNA308211,leaf,virus,treatment
SAMN04388365,PRJNA308211,leaf,virus,treatment
SAMN04388366,PRJNA308211,leaf,virus,treatment
SAMN04388405,PRJNA308216,leaf,virus,treatment
SAMN04447888,PRJNA310164,root,parasite,treatment
SAMN04447889,PRJNA310164,root,parasite,control
SAMN04447890,PRJNA310164,root,parasite,treatment
SAMN04447891,PRJNA310164,root,parasite,treatment
SAMN04485884,PRJNA311571,leaf,virus,control
SAMN04485885,PRJNA311571,leaf,virus,treatment
SAMN04485886,PRJNA311571,leaf,virus,treatment
SAMN04563582,PRJNA315512,seed,transgenic,control
SAMN04563583,PRJNA315512,seed,transgenic,control
SAMN04563584,PRJNA315512,seed,transgenic,treatment
SAMN04563585,PRJNA315512,seed,transgenic,treatment
SAMN04563586,PRJNA315512,seed,transgenic,treatment
SAMN04563587,PRJNA315512,seed,transgenic,treatment
SAMN04563588,PRJNA315512,seed,transgenic,treatment
SAMN04563589,PRJNA315512,seed,transgenic,treatment
SAMN04563590,PRJNA315512,seed,transgenic,treatment
SAMN04563591,PRJNA315512,seed,transgenic,treatment
SAMN04563592,PRJNA315512,seed,transgenic,control
SAMN04563593,PRJNA315512,seed,transgenic,control
SAMN04563594,PRJNA315512,seed,transgenic,treatment
SAMN04563595,PRJNA315512,seed,transgenic,treatment
SAMN04563596,PRJNA315512,seed,transgenic,control
SAMN04563597,PRJNA315512,seed,transgenic,control
SAMN04563598,PRJNA315512,seed,transgenic,control
SAMN04563599,PRJNA315512,seed,transgenic,treatment
SAMN04563600,PRJNA315512,seed,transgenic,control
SAMN04563601,PRJNA315512,seed,transgenic,control
SAMN04811513,PRJNA318321,root,fungus,control
SAMN04811539,PRJNA318321,root,fungus,treatment
SAMN04811569,PRJNA318321,root,fungus,treatment
SAMN04811577,PRJNA318321,root,fungus,treatment
SAMN04811604,PRJNA318321,root,fungus,treatment
SAMN04932637,PRJNA320340,leaf,transgenic,treatment
SAMN04932638,PRJNA320340,root,transgenic,treatment
SAMN04932639,PRJNA320340,stem,transgenic,treatment
SAMN04932640,PRJNA320340,leaf,transgenic,treatment
SAMN04932641,PRJNA320340,root,transgenic,treatment
SAMN04932642,PRJNA320340,stem,transgenic,treatment
SAMN04932643,PRJNA320340,leaf,transgenic,control
SAMN04932644,PRJNA320340,root,transgenic,control
SAMN04932645,PRJNA320340,stem,transgenic,control
SAMN04932646,PRJNA320340,leaf,transgenic,treatment
SAMN04932647,PRJNA320340,root,transgenic,treatment
SAMN04932648,PRJNA320340,stem,transgenic,treatment
SAMN05076085,PRJNA322284,leaf,fungus,treatment
SAMN05076321,PRJNA322284,leaf,fungus,treatment
SAMN05076343,PRJNA322284,leaf,fungus,treatment
SAMN05076349,PRJNA322284,leaf,fungus,treatment
SAMN05150259,PRJNA322284,leaf,fungus,treatment
SAMN05150261,PRJNA322284,leaf,fungus,treatment
SAMN05150262,PRJNA322284,leaf,fungus,control
SAMN05150263,PRJNA322284,leaf,fungus,control
SAMN05150264,PRJNA322284,leaf,fungus,control
SAMN05150266,PRJNA322284,leaf,fungus,control
