biosample,control,ctrl,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fung,sporus,iron,aluminum,cadmium,cold,temperature,nitrogen,heat
SAMN21359805,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Root tissue, PI 437462A (G6), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN30758611,{},{},"{'treatment_sam_ss_dpl55': '7D vermiculite then non-stress hydroponics for 7D, then 7D -Fe conditions', 'treatment': '7D vermiculite then non-stress hydroponics for 7D, then 7D -Fe conditions'}",{},{},{},{},{},{},{},{},{},{},{'ion_stress_sam': 'iron deficient'},{},{},{},{},{},{}
SAMD00235531,{'sample_name_sam': '[Control_DAS8]'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359703,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Leaf tissue, PI 196150 (G7), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN37004697,"{'treatment_sam_ss_dpl55': 'control', 'title': 'RNAseq, Williams 82, 2 hpi, control3', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32509952,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'Low temperature treatment for 24 hours treatment for repeated again.', 'isolate': 'Low temperature treatment for 24 hours treatment for repeated again.'}",{},{}
SAMN10721148,{},{},{},{},{},{},{},{},"{'age_sam': '30 day post aphid infestation', 'age': '30 day post aphid infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN36760704,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R89-3-2 at low temperature treatment for 24 hours'},{},{}
SAMN32509951,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'Low temperature treatment for 24 hours treatment for repeated.', 'isolate': 'Low temperature treatment for 24 hours treatment for repeated.'}",{},{}
SAMN30202750,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'genotype_sam_ss_dpl92': 'Low nitrogen supply', 'genotype': 'Low nitrogen supply'}",{}
SAMN36760691,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R48-8-1 at non-low temperature treatment for 36 hours'},{},{}
SAMN21359828,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Root tissue, PI 090392 (G10), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN36780222,{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'DN50 inoculated with Rhizobium HH103 at 24 hpi, Repeat 3', 'isolate': 'DN50 inoculated with Rhizobium HH103 at 24 hpi, Repeat 3'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21216022,{},{},"{'treatment_sam_ss_dpl55': 'Soybean cultivar PI 548379 treated to 16 days of iron deficiency stress', 'treatment': 'Soybean cultivar PI 548379 treated to 16 days of iron deficiency stress'}",{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Soybean cultivar PI 548379 treated to 16 days of iron deficiency stress', 'treatment': 'Soybean cultivar PI 548379 treated to 16 days of iron deficiency stress'}",{},{},{},{},{},{}
SAMN11849875,{},{},{'title': 'Clark -Fe Stress Late Roots'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841295,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Clark scion on IsoClark rootstock (Clk/Iso), 30 minutes after transfer, rep 1 leaf tissue, sufficient iron', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN13520071,{},{},{},{},{},{},{},{},"{'stage_sam': '96 hours after infestation', 'Stage': '96 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN22841340,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'IsoClark scion on IsoClark rootstock (Iso/Iso), 120 minutes after transfer, rep 3 root tissue, deficient iron', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN21359708,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Leaf tissue, PI 153280 (G8), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN05327851,{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': '12 hours after infestation', 'treatment': '12 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN30876643,{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress pod replicate 2', 'treatment': 'Water deficit and heat stress'}",{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress pod replicate 2', 'treatment': 'Water deficit and heat stress'}",{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress pod replicate 2', 'treatment': 'Water deficit and heat stress'}"
SAMN21359778,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Root tissue, PI 437377 (G1), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN11849879,{},{},{'title': 'Clark -Pi Stress Late Roots'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN27921925,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with sterile water', 'treatment': 'Inoculated with sterile water'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12727375,{},{},{},{},{},{'source_name_sam': 'SMV-G7 inoculated leaf'},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39334579,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841317,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Clark scion on IsoClark rootstock (Clk/Iso), 120 minutes after transfer, rep 3 root tissue, sufficient iron', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN21359824,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Root tissue, PI 092465 (G9), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN37004709,"{'treatment_sam_ss_dpl55': 'control', 'title': 'RNAseq, Senaki, 4 hpi, control3', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN02597090,"{'sample_name': 'Block1_Control_R2', 'treatment_sam_ss_dpl55': 'Control', 'primary_search': ""['236472', '2597090', 'Block1_Control_R2', 'PRJNA236472', 'SAMN02597090', 'SRP035871', 'SRR1145155', 'SRS543777', 'SRX450917']"", 'treatment': 'Control', 'Sample name': 'Block1_Control_R2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12099657,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Fusarium virgliforme Inoculated', 'title': 'Soybean root inoculated with Fusarium viguliforme at 2 DPI mRNA', 'treatment': 'Fusarium virgliforme Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359718,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 092465 (G9), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN21359700,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 437462A (G6), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN30722371,"{'isolate_sam_ss_dpl100': 'RNA of anther and leaf samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther and leaf samples of high temperature stress treated and control soybean'}",{},"{'isolate_sam_ss_dpl100': 'RNA of anther and leaf samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther and leaf samples of high temperature stress treated and control soybean'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'RNA of anther and leaf samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther and leaf samples of high temperature stress treated and control soybean'}",{},{}
SAMD00161799,"{'treatment_sam_ss_dpl55': 'control', 'sample_title_sam': 'control_20160930_rep2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841274,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'IsoClark scion on Clark rootstock (Iso/Clk), 30 minutes after transfer, rep 2 leaf tissue, deficient iron', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN37004699,{},{},{},{},{},"{'title': 'RNAseq, Senaki, 16 hpi, inoculated3'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13520073,{},{},{},{},{},{},{},{},"{'stage_sam': '96 hours after infestation', 'Stage': '96 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN36630288,{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Acidity (pH 4)', 'title': 'Acidity leaves replicate 1', 'treatment': 'Acidity (pH 4)'}",{},{},{},{},{},{},{},{},{}
SAMN16226301,{},{},{},{},{},{},{},{},{},{},{},{},{},{'center_name': 'COLLEGE OF RESOURCE AND ENVIRONMENTAL SCIENCE'},{},{},{},{},{},{}
SAMN31760291,{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress flower ovary replicate 2', 'treatment': 'Water deficit and heat stress'}",{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress flower ovary replicate 2', 'treatment': 'Water deficit and heat stress'}",{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress flower ovary replicate 2', 'treatment': 'Water deficit and heat stress'}"
SAMN16089606,{},{},"{'treatment_sam_ss_dpl55': 'Soybean cultivar PI547430 grown in non-stress conditions.', 'treatment': 'Soybean cultivar PI547430 grown in non-stress conditions.'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN01886345,{'title': 'LDX-RNA-Seq-rep1 control'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03014461,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'water_deficit_12hr', 'treatment': 'water_deficit_12hr'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37004711,{},{},{},{},{},"{'title': 'RNAseq, Senaki, 2 hpi, inoculated3'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630208,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Low phosphate+water deficit', 'title': 'Combined low phosphate+water deficit flowers replicate 3', 'treatment': 'Low phosphate+water deficit'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00182790,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'library_name': 'different temperature germination'},{},{}
SAMN36630191,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'title': 'Combined acidity+water deficit+low phosphate+salinity+cadmium flowers replicate 2', 'treatment': 'Acidity+water deficit+low phosphate+salinity+cadmium'}",{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'title': 'Combined acidity+water deficit+low phosphate+salinity+cadmium flowers replicate 2', 'treatment': 'Acidity+water deficit+low phosphate+salinity+cadmium'}",{},{},{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'title': 'Combined acidity+water deficit+low phosphate+salinity+cadmium flowers replicate 2', 'treatment': 'Acidity+water deficit+low phosphate+salinity+cadmium'}",{},{},{},{}
SAMN10721171,{},{},{},{},{},{},{},{},"{'age_sam': '5 day post aphid infestation', 'age': '5 day post aphid infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN21359747,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 080459 (G14), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN34240555,{},{},{},"{'isolate_sam_ss_dpl100': 'After 24 h of drought treatment', 'isolation_source_sam': 'drought', 'isolate': 'After 24 h of drought treatment'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513345,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33196662,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'Low temperature treatment of recipient plants at 6 Celsius', 'isolate': 'Low temperature treatment of recipient plants at 6 Celsius'}",{},{}
SAMN25290788,{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'low oleic acid content', 'isolate': 'low oleic acid content'}",{},{},{},{},{},{},{},{},{}
SAMN21359803,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Root tissue, PI 437462A (G6), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN15456425,"{'sample_name': 'Control284sorted', 'primary_search': ""['15456425', '644307', 'C-2-84_1_sorted.bam', 'Control284sorted', 'PRJNA644307', 'Population 6 treatment', 'SAMN15456425', 'SRP272085', 'SRR12228784', 'SRS7009927', 'SRX8737328', 'bp0']"", 'Sample name': 'Control284sorted'}",{},{},"{'ecotype_sam': 'Drought', 'ecotype': 'Drought'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359820,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Root tissue, PI 153280 (G8), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN15456422,"{'sample_name': 'Control22sorted', 'primary_search': ""['15456422', '644307', 'C-2-2_1_sorted.bam', 'Control22sorted', 'PRJNA644307', 'Population 3 treatment', 'SAMN15456422', 'SRP272085', 'SRR12228787', 'SRS7009924', 'SRX8737325', 'bp0']"", 'Sample name': 'Control22sorted'}",{},{},"{'ecotype_sam': 'Drought', 'ecotype': 'Drought'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09721525,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'title': 'C2: Cold treatment 24 hour rep2'},{},{},{}
SAMN31760302,{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress flower anther replicate 3', 'treatment': 'Water deficit and heat stress'}",{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress flower anther replicate 3', 'treatment': 'Water deficit and heat stress'}",{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress flower anther replicate 3', 'treatment': 'Water deficit and heat stress'}"
SAMN09513393,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03755605,"{'source_name_sam': 'leaves_ZT0_8h_control', 'title': 'ZT0-8h_Control-R2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13520072,{},{},{},{},{},{},{},{},"{'stage_sam': '96 hours after infestation', 'Stage': '96 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN03014472,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'water_deficit_0hr', 'treatment': 'water_deficit_0hr'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN27921910,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with mycelium of Phytophthora sojae Race 2', 'treatment': 'Inoculated with mycelium of Phytophthora sojae Race 2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513330,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16226303,{},{},{},{},{},{},{},{},{},{},{},{},{},{'center_name': 'COLLEGE OF RESOURCE AND ENVIRONMENTAL SCIENCE'},{},{},{},{},{},{}
SAMN05908856,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31541868,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37004707,{},{},{},{},{},"{'title': 'RNAseq, Senaki, 4 hpi, inoculated3'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359797,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Root tissue, PI 438103 (G5), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN21359723,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 090392 (G10), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN05580220,"{'source_name_sam': 'Line Williams 82_Depodding_Control5', 'sample_group_sam_s_dpl128': 'Control', 'title': 'Depodding_Control5.1'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN14786291,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with Sinorhizobium fredii CCBAU45436', 'title': 'RNAseq of soybean nodule inoculated with Sinorhizobium fredii CCBAU45436 replicate 1', 'treatment': 'Inoculated with Sinorhizobium fredii CCBAU45436'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
